CountryCode,C,C_Test,Html,Html_test,Java,Java_test,PHP,PHP_test
ABW,-2.793951242326316,2.7755575615628914e-17,0.201588958285714,0.5025011544526315,-0.6815174211578943,-0.1789726627263158,-1.0923046976894737,-0.5135805405
AGO,-4.688949325326316,-0.13634797406878305,-4.5823621317142855,-0.45661185754736844,-3.535628516157894,-0.1789726627263158,-4.909400127689474,-0.5135805405
ALB,3.0709959256736834,0.10085243793121695,0.0,0.09440925345263151,3.397785067842106,0.06209907327368422,7.469218253310527,0.3473899455
AND,2.516912590673684,-0.14021929806878305,2.6351137552857145,0.9892061144526315,6.561869341842106,-0.1789726627263158,3.7461510823105266,0.9322374314999999
ARE,2.4638460526736834,0.15113803993121697,3.402164168285714,-0.16525451954736842,0.9194137338421058,-0.0386894997263158,2.700489098310526,-0.36250636550000004
ARG,-2.3676759203263162,-0.06723871106878306,-2.3247359857142857,-0.39047320054736845,-1.1733035311578943,0.005759447273684215,-1.9981300626894738,-0.3607774375
ARM,27.04541547267368,2.734817713931217,47.22278291728571,5.789158202452631,16.731634641842106,1.6716258732736842,51.977148253310524,9.268154580500001
ASM,9.675794392673684,-0.14021929806878305,4.398506182285714,1.3418845994526314,12.627611651842106,-0.1789726627263158,7.660718453310527,1.2849159165
ATG,-1.4772573853263165,-0.14021929806878305,-0.28074959371428587,-0.45661185754736844,0.7543700508421054,-0.1789726627263158,-0.615530237689474,-0.5135805405
AUS,2.4250001046736838,0.09014492793121695,3.0286116032857144,-0.20979304354736844,1.7230661618421053,0.051391563273684215,2.7390810753105264,-0.1721478475
AUT,-2.156641925326316,-0.04686640906878306,-2.6102272067142858,-0.35158985754736843,-1.2016960061578943,0.007733115273684199,-2.093162736689474,-0.3852203175
AZE,-3.739379825326316,-0.09968607106878305,-3.3982459137142857,-0.43634524454736845,-2.6367255491578945,-0.07763959572631579,-3.4087607436894736,-0.5135805405
BDI,-4.703521178326317,-0.14021929806878305,-4.593976102714286,-0.45661185754736844,-3.5502003691578943,-0.1789726627263158,-4.920100657689474,-0.5135805405
BEL,-1.0892208083263162,-0.06987062906878305,-1.5338089967142854,-0.33350168654736845,-0.3228176791578945,0.03207334427368422,-0.8221531876894739,-0.2409794475
BEN,-4.577848805326316,-0.14021929806878305,-4.468602870714285,-0.44765662654736843,-3.4245279961578943,-0.17001743172631578,-4.678010283689474,-0.5046253095000001
BFA,-4.701444040326316,-0.14021929806878305,-4.577876262714286,-0.45661185754736844,-3.5427566181578944,-0.1789726627263158,-4.901923679689474,-0.5135805405
BGD,-1.6239854323263163,-0.04384757906878306,6.6538925472857136,0.4273070934526315,-0.6646357261578943,-0.1274107237263158,4.437714970310526,-0.2754134895
BGR,7.376082242673684,0.5360469679312169,10.396592797285713,0.5436986614526315,5.105805078842106,0.49729360327368416,10.949411633310525,1.1348184835
BHR,-2.206501912326316,0.0029621509312169336,-2.2314821967142855,-0.45661185754736844,-1.7690883481578943,-0.0357912137263158,-2.3514906676894736,-0.5135805405
