Siruta,Localitate,PlantePermanente,PlanteNepermanente,PlanteInmultire,CrestereaAnimalelor,FermeMixte,ActivitatiAuxiliare
58464,Margau,0.0,0.0,0.0,0.0,0.0,0.0
91232,Santamaria-Orlea,0.0,0.0,0.0,464225.0,0.0,0.0
74859,Carcea,3272066.0,0.0,0.0,6664600.0,0.0,294465.0
99441,Tansa,0.0,0.0,0.0,0.0,0.0,0.0
115824,Bogata,172710.0,14190.0,0.0,0.0,0.0,0.0
74867,Carna,0.0,0.0,0.0,0.0,0.0,0.0
9333,Livada,3538497.0,0.0,0.0,0.0,0.0,896558.0
42101,Ucea,0.0,0.0,0.0,1.1127481E7,0.0,0.0
164981,Oras Murgeni,1.0076891E7,0.0,0.0,4111716.0,0.0,0.0
74875,Cotofenii Din Fata,0.0,0.0,0.0,0.0,0.0,218277.0
124028,Rediu,0.0,0.0,0.0,0.0,0.0,3953.0
1151,Oras Abrud,0.0,0.0,0.0,86083.0,0.0,0.0
132226,Balta Doamnei,8222151.0,0.0,0.0,0.0,0.0,0.0
74883,Dobrotesti,0.0,0.0,0.0,0.0,0.0,0.0
156801,Oras Faget,35532.0,0.0,0.0,0.0,0.0,1479523.0
148612,Oras Frasin,168322.0,0.0,0.0,0.0,0.0,0.0
66697,Cojasca,3537459.0,0.0,0.0,246376.0,0.0,12959.0
74891,Galiciuica,19955.0,0.0,0.0,0.0,0.0,0.0
115851,Breaza,2177300.0,0.0,0.0,0.0,0.0,0.0
107662,Cicarlau,0.0,0.0,0.0,0.0,0.0,0.0
9360,Sofronea,489785.0,0.0,0.0,6970.0,308361.0,200187.0
25745,Tatarasti,0.0,0.0,0.0,0.0,0.0,0.0
50326,Viperesti,0.0,0.0,0.0,0.0,0.0,0.0
99478,Tatarusi,0.0,0.0,0.0,0.0,0.0,0.0
74907,Ghidici,876426.0,0.0,0.0,0.0,0.0,2411449.0
140440,Camar,884136.0,6060628.0,0.0,0.0,0.0,0.0
33952,Monor,0.0,0.0,0.0,1.3498414E7,0.0,0.0
74915,Ghindeni,147266.0,0.0,0.0,0.0,0.0,0.0
58534,Marisel,0.0,0.0,0.0,0.0,0.0,0.0
17575,Mozaceni,0.0,0.0,0.0,0.0,0.0,134362.0
124073,Romani,1777182.0,0.0,0.0,0.0,793256.0,0.0
66731,Comisani,0.0,0.0,675614.0,0.0,1736996.0,0.0
74923,Intorsura,0.0,0.0,0.0,0.0,0.0,0.0
42156,Ungra,0.0,0.0,0.0,0.0,0.0,0.0
173230,Stoenesti,0.0,0.0,0.0,0.0,0.0,0.0
132271,Baltesti,0.0,0.0,0.0,26197.0,0.0,967.0
74931,Plesoi,0.0,0.0,0.0,0.0,0.0,0.0
9397,Vladimirescu,3.6661863E7,47924.0,19500.0,3235820.0,0.0,803291.0
58552,Mintiu Gherlii,0.0,0.0,0.0,0.0,0.0,0.0
115897,Brancovenesti,0.0,0.0,0.0,0.0,0.0,0.0
148667,Fratautii Noi,68140.0,0.0,0.0,752.0,0.0,0.0
83133,Municipiul Odorheiu Secuiesc,120243.0,71744.0,0.0,779293.0,348297.0,150955.0
1213,Municipiul Aiud,3171669.0,705475.0,492969.0,211286.0,5654005.0,745499.0
140477,Carastelec,3781718.0,413480.0,0.0,0.0,0.0,0.0
107715,Campulung La Tisa,0.0,0.0,0.0,0.0,0.0,0.0
91330,Soimus,0.0,0.0,0.0,0.0,0.0,0.0
74949,Rojiste,0.0,0.0,0.0,609354.0,0.0,36600.0
33989,Nimigea,0.0,0.0,0.0,0.0,0.0,0.0
42183,Vama Buzaului,0.0,0.0,0.0,0.0,0.0,0.0
74956,Talpas,0.0,0.0,0.0,0.0,0.0,0.0
83151,Bradesti,0.0,0.0,0.0,0.0,0.0,0.0
165069,Oltenesti,588112.0,0.0,0.0,0.0,0.0,23398.0
66768,Contesti,3.7131517E7,0.0,0.0,0.0,409693.0,2414718.0
99539,Todiresti,2094753.0,0.0,0.0,0.0,0.0,682290.0
17619,Musatesti,0.0,0.0,0.0,20360.0,10000.0,0.0
107733,Copalnic-Manastur,0.0,0.0,0.0,0.0,0.0,0.0
124117,Oras Roznov,0.0,0.0,0.0,0.0,0.0,6.3039918E7
148694,Fratautii Vechi,0.0,0.0,0.0,0.0,0.0,0.0
140501,Chiesd,0.0,0.0,0.0,8255582.0,120491.0,0.0
132315,Banesti,0.0,0.0,0.0,2053921.0,16736.0,0.0
50399,Valcelele,8061385.0,0.0,0.0,0.0,0.0,2.2114681E7
25825,Targu Trotus,0.0,0.0,0.0,0.0,0.0,219000.0
50415,Zarnesti,1.4210657E7,19302.0,0.0,32669.0,0.0,1604358.0
9459,Oras Chisineu-Cris,1.8984191E7,291511.0,0.0,1.1223291E7,0.0,155432.0
132342,Bertea,0.0,0.0,0.0,0.0,0.0,0.0
115959,Ceuasu De Campie,139477.0,0.0,0.0,0.0,0.0,0.0
124153,Sagna,3793156.0,0.0,0.0,0.0,1509412.0,0.0
148729,Frumosu,631985.0,0.0,0.0,0.0,0.0,0.0
42236,Vistea,0.0,596955.0,0.0,0.0,3813919.0,0.0
83197,Feliceni,0.0,0.0,0.0,29641.0,0.0,679343.0
156927,Fardea,0.0,0.0,0.0,0.0,0.0,0.0
58623,Mociu,32535.0,0.0,0.0,0.0,0.0,3863577.0
140547,Cizer,0.0,0.0,0.0,0.0,0.0,1950.0
25861,Traian,0.0,0.0,0.0,1.4046319E7,0.0,131336.0
165130,Osesti,0.0,0.0,0.0,0.0,0.0,0.0
99600,Trifesti,7240293.0,0.0,0.0,6767833.0,274996.0,0.0
9495,Oras Curtici,7861820.0,0.0,0.0,0.0,6898334.0,0.0
132379,Boldesti-Gradistea,435607.0,0.0,0.0,0.0,0.0,0.0
34075,Nuseni,0.0,0.0,0.0,0.0,0.0,0.0
148765,Fundu Moldovei,0.0,0.0,0.0,39829.0,0.0,0.0
140583,Coseiu,0.0,0.0,0.0,0.0,0.0,0.0
66857,Corbii Mari,9991095.0,0.0,0.0,0.0,0.0,194222.0
50479,Ziduri,2.8919303E7,0.0,0.0,469466.0,0.0,162629.0
124206,Sabaoani,1483742.0,0.0,0.0,2.5463073E7,0.0,0.0
91447,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0
132404,Brebu,0.0,0.0,0.0,0.0,0.0,0.0
173374,Stoilesti,0.0,0.0,0.0,0.0,0.0,0.0
17726,Negrasi,3048532.0,0.0,0.0,3986622.0,0.0,840754.0
9538,Oras Ineu,4923630.0,0.0,0.0,0.0,0.0,0.0
42307,Voila,64048.0,0.0,0.0,2265184.0,0.0,0.0
165185,Padureni,107871.0,0.0,0.0,0.0,0.0,0.0
1348,Municipiul Blaj,1.0242958E7,227419.0,0.0,6120434.0,20709.0,0.0
124233,Secuieni,3907568.0,0.0,0.0,0.0,2.0518769E7,1230614.0
25932,Ungureni,431783.0,0.0,0.0,0.0,0.0,0.0
157004,Foeni,1.5587182E7,0.0,0.0,573846.0,0.0,1458820.0
116046,Chetani,0.0,0.0,0.0,0.0,3043598.0,93499.0
140627,Crasna,0.0,0.0,0.0,272037.0,0.0,0.0
99673,Tibana,0.0,0.0,0.0,0.0,0.0,0.0
75098,Municipiul Galati,1.23119673E8,476136.0,0.0,5.7908354E7,6198874.0,1.0656592E7
107868,Coroieni,0.0,0.0,0.0,0.0,0.0,0.0
58721,Moldovenesti,4297913.0,2500.0,0.0,0.0,0.0,0.0
157031,Gavojdia,49776.0,0.0,0.0,0.0,0.0,0.0
9574,Oras Lipova,2003711.0,416956.0,0.0,0.0,0.0,0.0
132459,Calugareni,0.0,0.0,0.0,0.0,0.0,0.0
17771,Nucsoara,0.0,0.0,0.0,0.0,0.0,0.0
34155,Parva,0.0,0.0,0.0,0.0,0.0,0.0
75114,Sendreni,5912926.0,0.0,0.0,0.0,0.0,1581736.0
50549,Unguriu,318996.0,0.0,0.0,0.0,0.0,0.0
83320,Municipiul Miercurea Ciuc,1020038.0,119410.0,1323131.0,346075.0,9052437.0,2306.0
34173,Petru Rares,0.0,0.0,0.0,0.0,0.0,0.0
140672,Creaca,45024.0,0.0,0.0,0.0,0.0,0.0
50564,Florica,1.5044415E7,0.0,0.0,0.0,0.0,574400.0
132486,Carbunesti,0.0,0.0,0.0,0.0,0.0,0.0
66955,Cornatelu,2.0893964E7,0.0,0.0,0.0,0.0,0.0
148872,Galanesti,0.0,0.0,0.0,571664.0,0.0,125094.0
91535,Toplita,0.0,0.0,0.0,0.0,0.0,0.0
75150,Vanatori,7689211.0,0.0,0.0,9117.0,0.0,148000.0
107920,Cupseni,0.0,0.0,0.0,0.0,0.0,0.0
165274,Perieni,1933245.0,0.0,0.0,0.0,0.0,0.0
9627,Oras Nadlac,1170414.0,0.0,0.0,0.0,792182.0,157717.0
132510,Ceptura,533906.0,0.0,0.0,144402.0,1261227.0,0.0
157086,Oras Gataia,3.7476938E7,0.0,0.0,5377261.0,0.0,1.8633034E7
42398,Vulcan,8401483.0,0.0,10318.0,1.237542E7,0.0,0.0
116126,Chiheru De Jos,0.0,0.0,0.0,0.0,351991.0,0.0
17824,Oarja,328741.0,0.0,0.0,0.0,0.0,0.0
58794,Palatca,0.0,0.0,0.0,0.0,51739.0,0.0
124331,Stanita,0.0,0.0,0.0,0.0,0.0,0.0
26029,Urechesti,71268.0,0.0,0.0,0.0,0.0,0.0
83375,Pauleni-Ciuc,0.0,0.0,0.0,213376.0,0.0,49757.0
1455,Oras Campeni,0.0,0.0,0.0,0.0,0.0,0.0
9654,Oras Pancota,1.1322915E7,338632.0,0.0,855265.0,0.0,0.0
148916,Gramesti,0.0,0.0,0.0,0.0,0.0,0.0
17851,Pietrosani,0.0,0.0,0.0,0.0,0.0,0.0
34235,Prundu Bargaului,0.0,0.0,0.0,0.0,624.0,0.0
75203,Municipiul Tecuci,1.9245486E7,0.0,0.0,3308272.0,1904915.0,1778379.0
99780,Tibanesti,3533469.0,0.0,0.0,418084.0,0.0,0.0
107975,Desesti,0.0,0.0,0.0,0.0,0.0,0.0
67014,Cornesti,0.0,0.0,0.0,0.0,0.0,63640.0
116171,Coroisanmartin,0.0,0.0,0.0,0.0,0.0,0.0
42449,Sinca Noua,0.0,0.0,0.0,0.0,29411.0,0.0
75221,Draganesti,3507981.0,0.0,0.0,0.0,368274.0,82831.0
34262,Rebra,0.0,0.0,0.0,0.0,0.0,0.0
42456,Crizbav,512172.0,0.0,0.0,4.9795271E7,2811511.0,0.0
9690,Oras Sebis,5358364.0,471925.0,0.0,0.0,0.0,243360.0
165336,Poienesti,0.0,30351.0,0.0,0.0,0.0,0.0
132574,Cerasu,0.0,0.0,0.0,0.0,0.0,0.0
173533,Stroesti,0.0,0.0,0.0,0.0,0.0,0.0
42464,Sambata De Sus,0.0,0.0,239162.0,0.0,0.0,0.0
140770,Cristolt,0.0,0.0,0.0,0.0,0.0,0.0
26083,Valea Seaca,0.0,0.0,0.0,0.0,0.0,1018996.0
83428,Oras Baile Tusnad,0.0,0.0,0.0,0.0,0.0,0.0
34280,Rebrisoara,0.0,0.0,0.0,0.0,0.0,0.0
42472,Holbav,0.0,0.0,0.0,0.0,0.0,0.0
58856,Panticeu,0.0,0.0,0.0,0.0,0.0,0.0
148970,Granicesti,0.0,0.0,0.0,2186122.0,708550.0,0.0
91624,Totesti,226804.0,0.0,0.0,0.0,75195.0,0.0
42480,Dragus,0.0,0.0,0.0,0.0,3970661.0,0.0
108017,Oras Dragomiresti,0.0,0.0,0.0,0.0,0.0,0.0
17913,Poienarii De Arges,0.0,0.0,0.0,0.0,0.0,0.0
124411,Stefan Cel Mare,1.5026714E7,0.0,0.0,0.0,0.0,806280.0
75258,Munteni,1.0755446E7,0.0,0.0,0.0,0.0,2809572.0
116224,Cozma,0.0,0.0,0.0,0.0,0.0,0.0
42498,Augustin,0.0,0.0,0.0,0.0,0.0,0.0
108035,Dumbravita,0.0,0.0,0.0,2299668.0,0.0,0.0
26118,Vultureni,2358336.0,5564.0,0.0,0.0,0.0,0.0
83464,Oras Balan,0.0,0.0,0.0,0.0,0.0,0.0
157193,Ghizela,0.0,0.0,0.0,0.0,0.0,184928.0
9743,Almas,357469.0,0.0,0.0,0.0,0.0,0.0
140823,Criseni,0.0,0.0,0.0,9594507.0,0.0,0.0
34333,Rodna,0.0,0.0,0.0,209556.0,0.0,0.0
173597,Sutesti,0.0,0.0,0.0,0.0,0.0,20007.0
83491,Oras Borsec,0.0,0.0,0.0,0.0,0.0,0.0
58918,Petrestii De Jos,0.0,0.0,0.0,628045.0,0.0,149676.0
99879,Tiganasi,2.2056092E7,0.0,0.0,0.0,0.0,0.0
132645,Chiojdeanca,1595242.0,0.0,0.0,0.0,0.0,0.0
91688,Turdas,0.0,0.0,0.0,443452.0,0.0,0.0
165416,Pogana,0.0,13542.0,0.0,5500227.0,0.0,0.0
17968,Poienarii De Muscel,0.0,0.0,0.0,0.0,0.0,0.0
67121,Costestii Din Vale,1244306.0,0.0,0.0,0.0,0.0,0.0
34360,Romuli,0.0,0.0,0.0,0.0,0.0,271458.0
149049,Horodniceni,0.0,0.0,0.0,260750.0,0.0,0.0
157246,Giarmata,7039565.0,0.0,0.0,3722345.0,9007943.0,896806.0
116288,Craciunesti,19275.0,0.0,0.0,1012950.0,0.0,58940.0
83525,Oras Cristuru Secuiesc,6356379.0,0.0,0.0,300.0,600625.0,0.0
9798,Apateu,0.0,0.0,0.0,0.0,0.0,0.0
140869,Cuzaplac,0.0,0.0,0.0,0.0,0.0,0.0
75338,Oras Beresti,1112486.0,0.0,0.0,0.0,0.0,0.0
108106,Farcasa,5378.0,0.0,0.0,0.0,0.0,0.0
132681,Ciorani,24825.0,0.0,0.0,0.0,0.0,0.0
124493,Tarcau,0.0,0.0,0.0,0.0,0.0,0.0
91731,General Berthelot,0.0,0.0,0.0,0.0,0.0,0.0
99922,Tutora,0.0,35282.0,0.0,0.0,0.0,0.0
157273,Giera,8.5744452E7,0.0,0.0,2401455.0,0.0,0.0
165470,Puiesti,0.0,113259.0,0.0,74115.0,0.0,0.0
34397,Salva,0.0,190315.0,0.0,0.0,0.0,0.0
75356,Beresti-Meria,822521.0,0.0,0.0,0.0,0.0,0.0
67167,Crangurile,1475769.0,0.0,0.0,0.0,0.0,0.0
50790,Municipiul Resita,1.0989066E7,457447.0,0.0,0.0,77066.0,54095.0
9832,Archis,0.0,0.0,0.0,0.0,0.0,0.0
83561,Municipiul Gheorgheni,8106709.0,0.0,0.0,7882233.0,0.0,8028.0
18028,Poiana Lacului,116910.0,0.0,0.0,0.0,0.0,330215.0
58990,Ploscos,0.0,0.0,0.0,68043.0,0.0,0.0
132716,Cocorastii Mislii,0.0,0.0,0.0,6400.0,0.0,0.0
149101,Horodnic De Jos,0.0,0.0,0.0,0.0,0.0,0.0
173686,Sirineasa,0.0,0.0,0.0,0.0,0.0,0.0
116340,Craiesti,0.0,0.0,0.0,3.8935105E7,0.0,0.0
34422,Silivasu De Campie,0.0,0.0,0.0,0.0,0.0,0.0
108151,Giulesti,0.0,0.0,0.0,0.0,0.0,0.0
99968,Valea Seaca,1940192.0,0.0,0.0,0.0,0.0,0.0
157317,Giulvaz,9767155.0,64479.0,0.0,1.4887742E7,0.0,0.0
149138,Iacobeni,0.0,0.0,0.0,0.0,0.0,0.0
91795,Vata De Jos,0.0,0.0,0.0,0.0,0.0,0.0
124563,Tasca,0.0,0.0,0.0,0.0,165500.0,0.0
132752,Colceag,1585056.0,0.0,0.0,0.0,0.0,0.0
140958,Dobrin,782509.0,0.0,0.0,0.0,0.0,426000.0
9887,Bata,218590.0,0.0,373927.0,0.0,0.0,0.0
1696,Oras Cugir,0.0,0.0,0.0,88382.0,54216.0,0.0
59041,Poieni,0.0,0.0,0.0,158687.0,0.0,0.0
100004,Victoria,8955172.0,0.0,0.0,66500.0,0.0,2623811.0
116395,Cucerdea,0.0,0.0,0.0,0.0,0.0,698453.0
34477,Sanmihaiu De Campie,0.0,0.0,0.0,2305943.0,37122.0,0.0
108204,Ieud,86952.0,0.0,0.0,0.0,0.0,0.0
157362,Jamu Mare,1426053.0,0.0,0.0,1.5443001E7,0.0,0.0
26289,Zemes,0.0,0.0,0.0,0.0,0.0,0.0
83632,Municipiul Toplita,179017.0,0.0,0.0,8335.0,0.0,0.0
173748,Stefanesti,0.0,0.0,0.0,415514.0,0.0,236843.0
67256,Darmanesti,529821.0,0.0,0.0,0.0,0.0,0.0
42682,Municipiul Braila,5.1779448E8,3606381.0,22705.0,4.2221111E7,2.7344119E7,3.5788153E7
149183,Izvoarele Sucevei,0.0,0.0,0.0,0.0,0.0,0.0
108222,Lapus,0.0,0.0,0.0,0.0,0.0,0.0
132805,Cornu,0.0,0.0,0.0,0.0,0.0,0.0
50889,Oras Anina,0.0,0.0,0.0,0.0,0.0,0.0
124616,Tazlau,0.0,0.0,0.0,0.0,0.0,128244.0
9930,Beliu,0.0,0.0,0.0,600.0,0.0,0.0
26320,Sarata,1424695.0,0.0,0.0,0.0,0.0,0.0
75472,Oras Targu Bujor,3094074.0,3214.0,0.0,0.0,170883.0,2070772.0
108240,Leordina,0.0,0.0,0.0,0.0,0.0,0.0
42708,Chiscani,5.1251584E7,0.0,0.0,210420.0,107327.0,1426353.0
116439,Cuci,0.0,0.0,0.0,1261753.0,0.0,0.0
124634,Tamaseni,1659791.0,1860.0,0.0,0.0,0.0,360955.0
67292,Dobra,4888707.0,0.0,0.0,0.0,0.0,1072570.0
141027,Dragu,0.0,0.0,0.0,0.0,0.0,0.0
26338,Buciumi,0.0,0.0,0.0,0.0,0.0,0.0
173793,Susani,0.0,0.0,0.0,0.0,0.0,0.0
149227,Oras Liteni,333126.0,0.0,0.0,0.0,0.0,19945.0
165611,Pungesti,0.0,0.0,0.0,143532.0,0.0,19435.0
26346,Gioseni,0.0,0.0,0.0,0.0,0.0,0.0
50923,Oras Baile Herculane,0.0,0.0,0.0,0.0,0.0,0.0
132841,Cosminele,0.0,0.0,0.0,0.0,0.0,0.0
108268,Miresu Mare,20161.0,0.0,0.0,3816835.0,1414812.0,67347.0
26353,Odobesti,0.0,0.0,0.0,0.0,0.0,0.0
18162,Popesti,1615714.0,400728.0,0.0,0.0,0.0,0.0
157424,Jebel,1239458.0,0.0,0.0,487951.0,0.0,0.0
34547,Spermezeu,0.0,0.0,0.0,494753.0,0.0,0.0
124661,Timisesti,137402.0,0.0,0.0,0.0,2472651.0,0.0
100086,Vanatori,844552.0,0.0,0.0,639952.0,0.0,0.0
26361,Prajesti,0.0,0.0,0.0,0.0,0.0,0.0
59130,Recea-Cristur,85099.0,0.0,0.0,144280.0,0.0,0.0
75515,Barcea,516525.0,0.0,0.0,33894.0,0.0,0.0
67327,Dragodana,572317.0,0.0,0.0,8133465.0,0.0,31015.0
42753,Oras Faurei,0.0,0.0,0.0,0.0,0.0,1477104.0
1794,Oras Ocna Mures,387296.0,0.0,0.0,0.0,800868.0,0.0
157451,Lenauheim,2.8150914E7,0.0,0.0,0.0,0.0,0.0
26379,Itesti,354823.0,4262904.0,0.0,0.0,0.0,0.0
116493,Danes,0.0,0.0,0.0,1507778.0,0.0,62172.0
42771,Surdila-Greci,3.1743574E7,0.0,0.0,0.0,0.0,0.0
10006,Birchis,0.0,0.0,0.0,0.0,1283613.0,0.0
75542,Balabanesti,1091038.0,0.0,0.0,0.0,0.0,0.0
50969,Oras Bocsa,0.0,6993.0,0.0,7.8600886E7,23860.0,0.0
141081,Fildu De Jos,0.0,0.0,0.0,0.0,0.0,0.0
173855,Tetoiu,0.0,0.0,0.0,0.0,0.0,0.0
91937,Valisoara,0.0,0.0,0.0,0.0,0.0,0.0
132896,Drajna,0.0,0.0,0.0,0.0,0.0,0.0
83749,Oras Vlahita,0.0,0.0,0.0,500.0,0.0,0.0
149290,Marginea,381765.0,0.0,0.0,1000.0,0.0,1750.0
50987,Ocna De Fier,0.0,0.0,0.0,0.0,0.0,0.0
124723,Trifesti,1.2956013E7,0.0,0.0,0.0,0.0,147631.0
100148,Vladeni,176374.0,0.0,0.0,1.6250649E7,0.0,0.0
34618,Sant,0.0,0.0,0.0,0.0,0.0,0.0
157497,Liebling,1.2025435E7,0.0,0.0,0.0,1835379.0,1081146.0
108348,Moisei,0.0,0.0,0.0,0.0,0.0,0.0
116545,Deda,0.0,0.0,0.0,0.0,0.0,0.0
18242,Priboieni,0.0,0.0,0.0,0.0,0.0,0.0
51010,Municipiul Caransebes,156500.0,0.0,0.0,2927392.0,1222209.0,0.0
10051,Barsa,0.0,0.0,25410.0,0.0,0.0,0.0
149316,Malini,0.0,0.0,0.0,0.0,0.0,0.0
42824,Baraganul,1.1772561E7,0.0,0.0,0.0,0.0,4239447.0
83785,Atid,0.0,88125.0,0.0,144887.0,0.0,0.0
141134,Galgau,0.0,0.0,0.0,0.0,0.0,45605.0
67407,Dragomiresti,0.0,0.0,0.0,0.0,0.0,0.0
91982,Vetel,0.0,0.0,0.0,1.41051853E8,16769.0,20480.0
108366,Oarta De Jos,0.0,0.0,0.0,6830330.0,0.0,0.0
124750,Tupilati,0.0,0.0,0.0,186984.0,0.0,7235.0
1874,Municipiul Sebes,5635380.0,1067356.0,0.0,1863097.0,0.0,1862.0
34645,Sieu,0.0,0.0,0.0,0.0,19208.0,0.0
165719,Rebricea,0.0,0.0,0.0,0.0,0.0,0.0
157530,Lovrin,1.0665817E7,0.0,0.0,243136.0,0.0,0.0
42842,Bertestii De Jos,6446222.0,0.0,0.0,0.0,0.0,0.0
75613,Balasesti,35374.0,0.0,0.0,0.0,0.0,0.0
59238,Risca,48283.0,0.0,0.0,124380.0,24708.0,0.0
173935,Tomsani,0.0,0.0,0.0,0.0,0.0,0.0
116590,Eremitu,0.0,0.0,7264.0,0.0,0.0,0.0
51056,Oras Moldova Noua,2722506.0,0.0,0.0,0.0,0.0,14560.0
108400,Ocna Sugatag,0.0,0.0,0.0,0.0,0.0,0.0
10104,Barzava,295227.0,0.0,0.0,0.0,0.0,0.0
149370,Manastirea Humorului,0.0,0.0,0.0,0.0,0.0,0.0
100219,Voinesti,146064.0,0.0,0.0,2017419.0,3434.0,0.0
34690,Sieu-Magherus,0.0,0.0,0.0,7126.0,762616.0,19500.0
124803,Tibucani,0.0,0.0,0.0,0.0,0.0,0.0
83847,Avramesti,0.0,0.0,0.0,404541.0,0.0,0.0
67470,Finta,0.0,0.0,0.0,0.0,0.0,2446022.0
1936,Oras Zlatna,0.0,0.0,0.0,738186.0,0.0,0.0
59283,Sacuieu,0.0,0.0,0.0,0.0,30478.0,0.0
157585,Margina,0.0,0.0,0.0,0.0,4400.0,244403.0
75668,Baleni,0.0,0.0,0.0,0.0,0.0,0.0
133018,Draganesti,9226571.0,0.0,0.0,0.0,0.0,2488.0
18331,Ratesti,378244.0,0.0,0.0,725057.0,0.0,0.0
42913,Bordei Verde,6940648.0,0.0,0.0,0.0,0.0,1332900.0
149414,Moara,11413.0,0.0,0.0,3038113.0,3030556.0,0.0
108455,Petrova,0.0,0.0,0.0,0.0,0.0,0.0
75686,Baneasa,0.0,0.0,0.0,0.0,0.0,0.0
116652,Ernei,0.0,0.0,90366.0,1344640.0,121909.0,239858.0
51118,Oras Oravita,2.7941823E7,0.0,0.0,7143.0,4933.0,0.0
100273,Bals,0.0,0.0,0.0,0.0,0.0,487195.0
124849,Urecheni,0.0,273281.0,0.0,0.0,0.0,0.0
141232,Garbou,0.0,0.0,0.0,0.0,0.0,0.0
108473,Poienile De Sub Munte,0.0,0.0,0.0,0.0,0.0,0.0
100282,Costesti,0.0,0.0,0.0,0.0,0.0,0.0
165817,Rosiesti,1.1043919E7,0.0,0.0,4.4004665E7,0.0,0.0
75711,Branistea,0.0,0.0,0.0,0.0,0.0,0.0
59327,Savadisla,80000.0,0.0,0.0,0.0,0.0,0.0
92097,Vorta,0.0,0.0,0.0,0.0,0.0,0.0
67522,Glodeni,0.0,0.0,0.0,0.0,0.0,0.0
26564,Municipiul Oradea,4.4279718E7,370336.0,813809.0,4.4142365E7,8839147.0,306334.0
174021,Vaideeni,39045.0,0.0,0.0,0.0,3782.0,0.0
108491,Remetea Chioarului,0.0,0.0,0.0,0.0,0.0,0.0
34770,Sieu-Odorhei,0.0,0.0,0.0,0.0,0.0,0.0
10195,Bocsig,1577409.0,0.0,0.0,0.0,0.0,111290.0
124885,Valea Ursului,0.0,0.0,0.0,0.0,0.0,0.0
100308,Draguseni,0.0,0.0,0.0,0.0,0.0,0.0
26582,Sanmartin,9.6314838E7,0.0,0.0,3853044.0,0.0,1290575.0
42968,Ciocile,3040087.0,0.0,0.0,0.0,0.0,1764026.0
100317,Fantanele,290244.0,0.0,0.0,0.0,0.0,0.0
133090,Dumbrava,3639541.0,0.0,0.0,0.0,0.0,0.0
83936,Bilbor,0.0,0.0,0.0,0.0,0.0,0.0
100326,Harmanesti,0.0,0.0,0.0,0.0,10289.0,0.0
18411,Recea,0.0,0.0,0.0,0.0,0.0,0.0
100335,Rachiteni,1636454.0,0.0,0.0,0.0,50661.0,0.0
157683,Masloc,1352653.0,0.0,0.0,0.0,5188765.0,54033.0
116723,Faragau,1920788.0,0.0,0.0,464094.0,48639.0,0.0
75766,Brahasesti,143818.0,0.0,0.0,0.0,0.0,0.0
100344,Roscani,2768723.0,0.0,0.0,0.0,0.0,100090.0
83963,Capalnita,0.0,0.0,0.0,0.0,0.0,0.0
149502,Moldova-Sulita,0.0,0.0,0.0,76693.0,25214.0,0.0
10239,Brazii,0.0,0.0,0.0,0.0,0.0,0.0
100353,Valea Lupului,4996985.0,0.0,0.0,0.0,558817.0,0.0
141312,Halmasd,0.0,0.0,0.0,0.0,0.0,0.0
51207,Oras Otelu Rosu,170647.0,0.0,0.0,0.0,0.0,0.0
174085,Valea Mare,0.0,0.0,0.0,23400.0,0.0,0.0
108552,Remeti,0.0,0.0,0.0,0.0,0.0,0.0
165899,Solesti,1312322.0,0.0,0.0,0.0,0.0,0.0
67595,Gura Ocnitei,214229.0,0.0,0.0,0.0,20894.0,0.0
43019,Ciresu,1.3171403E7,734664.0,0.0,337566.0,0.0,917709.0
100362,Ciohorani,874939.0,0.0,0.0,0.0,0.0,0.0
124938,Alexandru Cel Bun,0.0,1651.0,0.0,0.0,0.0,0.0
83981,Ciucsangeorgiu,0.0,0.0,0.0,63292.0,1500.0,0.0
92177,Zam,0.0,0.0,0.0,0.0,0.0,0.0
59416,Sic,0.0,0.0,0.0,0.0,0.0,0.0
26653,Santandrei,2116310.0,0.0,0.0,1.36285425E8,0.0,0.0
149539,Moldovita,0.0,860502.0,0.0,0.0,0.0,0.0
34850,Sieut,0.0,0.0,0.0,0.0,0.0,669661.0
59434,Sancraiu,0.0,0.0,0.0,0.0,0.0,1441387.0
75819,Buciumeni,741533.0,0.0,0.0,0.0,0.0,0.0
157736,Manastiur,0.0,0.0,0.0,0.0,0.0,0.0
18475,Rociu,4317607.0,0.0,0.0,0.0,0.0,357371.0
51243,Armenis,0.0,0.0,0.0,0.0,0.0,0.0
133161,Filipestii De Padure,0.0,0.0,0.0,0.0,193018.0,0.0
10293,Buteni,0.0,0.0,0.0,0.0,0.0,2700.0
108598,Repedea,0.0,0.0,0.0,0.0,0.0,0.0
116796,Fantanele,4809537.0,0.0,0.0,133774.0,0.0,0.0
43073,Dudesti,7524162.0,0.0,0.0,0.0,0.0,110618.0
67648,Gura Sutii,215000.0,0.0,0.0,0.0,0.0,450457.0
141376,Hereclean,120016.0,0.0,0.0,0.0,0.0,168302.0
108614,Rona De Jos,0.0,0.0,0.0,0.0,0.0,0.0
26699,Oras Alesd,79021.0,0.0,0.0,4199754.0,0.0,422050.0
174156,Vladesti,0.0,0.0,0.0,0.0,0.0,0.0
2130,Albac,0.0,0.0,0.0,0.0,0.0,0.0
149584,Musenita,2464965.0,0.0,0.0,209841.0,0.0,0.0
