Siruta,Localitate,CA_capita
100610,Municipiul Oltenita,4632.296534199195
2309,Almasu Mare,0.0
59657,Suatu,0.0
76040,Cosmesti,175.90872721884725
84237,Danesti,0.0
141580,Ileanda,65.47697368421052
43279,Gradistea,104.90888689407541
133394,Fulga,408.69534598897735
10514,Covasint,0.0
35090,Tiha Bargaului,18.966887417218544
157969,Ohaba Lunga,0.0
149780,Partestii De Jos,0.0
100638,Mitreni,66.63500356209926
10532,Craiva,51.125302036589574
166182,Tanacu,146.1405197305101
26920,Oras Nucet,0.0
84264,Dealu,213.3324403312226
51500,Berzovia,1777.7071065989849
59693,Tritenii De Jos,0.0
43313,Gropeni,26170.306588579795
117042,Ghindari,1000.1890297847243
18741,Slobozia,33729.59312801173
133429,Gherghita,7393.585292646323
158010,Ortisoara,7632.853037230569
43331,Oras Ianca,4483.266029398503
67906,Lunguletu,0.0
100683,Municipiul Urziceni,3736.1189646305925
108874,Sacel,0.0
149833,Patrauti,317.9622746701357
2381,Arieseni,0.0
76111,Costache Negri,1279.0924583031183
35152,Tarlisua,0.0
149851,Poiana Stampei,0.0
166235,Tacuta,100.28237037037037
18778,Stalpeni,0.0
51546,Bolvasnita,0.0
108892,Oras Salistea De Sus,0.0
26975,Municipiul Salonta,1506.357919694861
100709,Ciocarlia,8765.04609475032
67942,Malu Cu Flori,4.792010421189753
76139,Cuca,2061.8616130453943
158065,Peciu Nou,3518.3588395285583
59764,Tureni,246.765548098434
51573,Bozovici,206.20013231888854
108918,Salsig,0.0
117113,Glodeni,0.0
84344,Ditrau,117.22259867863798
76157,Cudalbi,689.2536726128017
27007,Oras Vascau,2.9724166323589953
100736,Manasia,0.0
133508,Gorgota,4063.3281523217406
76175,Draguseni,0.0
108945,Sapanta,0.0
43411,Oras Insuratei,4414.4505047672465
100754,Adancata,123.57437348423605
92569,Municipiul Calarasi,2823.022679616646
141722,Ip,986.9389373513085
10649,Dezna,0.0
84380,Darjiu,64.27221702525725
158109,Periam,4371.821025539497
108963,Oras Seini,4237.492868297762
125347,Municipiul Slatina,680.4791767640348
174496,Titesti,0.0
68002,Manesti,112.37574247940218
174502,Diculesti,189.57025218733918
149931,Pojorata,59.919188560026605
166315,Tatarani,557.0973094170404
18858,Stoenesti,56.0853711790393
92587,Modelu,403.87870492731736
51626,Brebu,0.0
100781,Adunatii-Copaceni,5237.7724609375
174511,Lacusteni,0.0
59826,Taga,1425.728720483251
117177,Gornesti,76.61307759372275
133562,Gornet,0.0
158136,Pietroasa,0.0
174520,Mitrofani,0.0
27070,Abram,3011.546302250804
84415,Frumoasa,0.0
125374,Slatioara,258.4570489108097
35269,Uriu,49.194885598923285
43466,Jirlau,367.40718933994424
109005,Stramtura,0.0
10701,Dieci,39.395973154362416
51662,Brebu Nou,0.0
68048,Matasaru,6.885120975423891
149968,Preutesti,45.80275551806552
141786,Letca,89.03423522915516
76255,Fartanesti,461.3746408733959
100834,Afumati,1232.8447448206164
43493,Marasu,0.0
158181,Pischia,5.810983397190293
59880,Unguras,0.0
125418,Oras Bals,38.45506466534504
84460,Galautas,0.0
133615,Gornet-Cricov,1521.904278782532
35312,Urmenis,15.512282497441147
109041,Suciu De Sus,0.0
51699,Buchin,0.0
92658,Municipiul Slobozia,5637.247773782405
100852,Alexeni,50.758649437265525
18938,Stolnici,3541.485322896282
76282,Foltesti,2347.921733895244
100870,Armasesti,3143.6319176319175
10765,Ususau,31.195774647887323
166413,Todiresti,472.8358653559726
2577,Avram Iancu,0.0
150043,Putna,12.264713441274736
117275,Grebenisu De Campie,628.2915951972556
76317,Frumusita,3288.1343738787227
92701,Municipiul Fetesti,3330.1432385341727
27169,Abramut,0.0
68128,Mogosani,0.0
125472,Municipiul Caracal,233.7354677565849
158243,Racovita,631.8432320441989
59942,Vad,2.517275419545903
51751,Bucosnita,0.0
109096,Sisesti,0.0
43563,Maxineni,6789.458799885157
125490,Draghiceni,2380.981491867639
150070,Radaseni,37.80349964530622
100923,Axintele,3116.1030800821354
133688,Gura Vadului,7884.31369073992
141884,Lozna,0.0
19007,Suseni,2489.335833061624
76353,Fundeni,129.9288820670248
117319,Gurghiu,4410.819453376206
10827,Felnac,2363.6236080178173
27212,Auseu,63.420523138833
84558,Joseni,6.80905815748842
68182,Moroeni,0.0
133722,Iordacheanu,50.87413760954689
51804,Carasova,0.0
92765,Oras Tandarei,1708.2710098870057
150114,Rasca,0.0
35429,Zagra,0.0
125542,Oras Corabia,1235.5594612352168
100969,Balotesti,185.7612825166364
158314,Oras Recas,3015.9910751784964
43625,Mircea Voda,9335.165712564025
92783,Albesti,903.5195007800312
84594,Lazarea,929.9096971380939
76406,Ghidigeni,1049.7023878858474
10872,Ghioroc,496.3420666013712
141946,Marca,320.12178072111845
109176,Oras Somcuta Mare,237.56732091511438
60026,Valea Ierii,0.0
51840,Carbunari,0.0
166529,Tutova,3159.42864489586
43652,Movila Miresii,3853.7157071783936
101001,Baneasa,1346.53807514567
84629,Lueta,0.0
27285,Avram Iancu,3251.4060606060607
125588,Garcov,77.27667650780262
174744,Municipiul Focsani,3981.956326608379
68253,Morteni,769.5547728073266
60062,Viisoara,1874.075512585431
150178,Sadova,101.77312599681021
133795,Izvoarele,42.5068800478612
10916,Graniceri,1304.072691552063
51877,Constantin Daicoviciu,286.712441735389
92836,Oras Amara,4906.236565858535
19114,Stefan Cel Mare,270.76701902748414
84656,Lunca De Jos,0.0
43698,Racovita,0.0
117426,Hodac,0.8719240457275722
142006,Maeriste,454.5872483221477
150196,Satu Mare,0.0
125622,Oras Draganesti-Olt,276.95692665890573
68280,Nucet,290.98809801633604
158396,Remetea Mare,371.3478429848426
174780,Campineanca,52.01221640488656
10943,Gurahont,12.92974358974359
27329,Balc,388.7910805148159
101056,Barcanesti,518.7871696035243
60099,Vultureni,0.0
19141,Suici,0.0
92872,Andrasesti,4225.12841163311
150221,Siminicea,67.01512605042016
76497,Gohor,1061.800058719906
109265,Oras Ulmeni,194.6566551997883
43732,Ramnicelu,4148.957656326933
101083,Belciugatele,14320.081357508136
125659,Babiciu,2622.4849354375897
68324,Ocnita,0.0
133866,Jugureni,368.7462962962963
92907,Balaciu,19976.118259803923
174824,Golesti,40685.52251655629
51948,Ciclova Romana,0.0
125677,Baldovinesti,403.24134705332085
166636,Valeni,57.35006918363313
150258,Slatina,14.80878414568827
158449,Sacosu Turcesc,1262.4506818902632
27383,Batar,2980.66654854713
68342,Odobesti,278.2678151918559
142079,Mesesenii De Jos,0.0
117505,Hodosa,352.8679706601467
60169,Negreni,612.772670288341
43787,Romanu,11439.947826086956
19212,Teiu,0.0
174860,Municipiul Adjud,15.40302720591814
76558,Grivita,783.7897609147609
51984,Ciuchici,0.0
166672,Vetrisoaia,2193.1058565612275
84754,Lunca De Sus,0.0
150294,Straja,0.0
101145,Berceni,76.2776729020079
133919,Lapos,0.0
92961,Borcea,7582.488896934588
43812,Rosiori,2890.3407923697728
150310,Stroiesti,97.42520858164481
76585,Independenta,13.14324607329843
142122,Mirsid,2046.8633153302867
101163,Bolintin-Deal,94.51963601532567
109354,Valea Chioarului,64.41049085659287
27436,Biharia,56301.152511826986
117550,Ibanesti,0.0
19249,Tigveni,61.86981402002861
166707,Viisoara,1328.337919647771
11058,Halmagiu,171.16052060737528
68404,Pietrosita,2215.843554443054
76601,Ivesti,6.984123872990984
92989,Bordusani,1582.210044773214
125757,Barasti,21.029731689630168
158528,Satchinez,2591.562139590376
52035,Ciudanovita,0.0
101190,Oras Bolintin-Vale,323.04133556900194
174922,Oras Marasesti,0.0
68431,Poiana,0.0
133964,Lipanesti,100.82174078297226
150356,Stulpicani,0.0
84825,Lupeni,474.1687646682313
43867,Salcia Tudor,434.3643351268255
93021,Bucu,5359.578947368421
52062,Copacele,85.48855633802818
76638,Jorasti,3554.9799566630554
2915,Oras Baia De Aries,0.0
142177,Napradea,203.10705244122965
158564,Sacalaz,11832.85204847086
109425,Vima Mica,0.0
166770,Vinderei,903.1041168022978
27506,Boianu Mare,1753.2725225225224
68468,Potlogi,335.835409252669
101243,Brazii,5555.948376353039
134014,Magurele,0.20753917831427363
76674,Liesti,1446.9893432917388
19338,Titesti,0.6354065119906415
93067,Oras Cazanesti,4372.853794642857
150418,Sucevita,3.2300661834226285
158608,Secas,5065.617021276596
35731,Municipiul Botosani,1078.3830421536677
52115,Cornea,12.804187889077532
76692,Matca,3007.2512358475524
125846,Barza,10.561596958174905
43929,Scortaru Nou,8103.1231563421825
93085,Ciocanesti,9767.090533980583
142239,Nusfalau,267.6061146496815
134050,Magureni,5.756358560794045
117667,Iclanzel,71.24300373134328
11174,Halmagel,0.0
27560,Borod,6.81388958281289
175019,Oras Odobesti,1274.7849518084777
2988,Berghin,1504.0675741370928
93101,Ciochina,10271.089510050251
35759,Curtesti,43.94706537890045
76718,Mastacani,159.06941689805632
150445,Saru Dornei,3.4099056603773583
68529,Produlesti,180.8738344988345
125873,Bobicesti,0.0
101298,Branesti,490.71552684339497
84923,Martinis,3.3469945355191255
158653,Sanandrei,4360.825368990209
19392,Uda,0.0
52160,Cornereva,0.12204989885367498
109504,Viseu De Jos,0.0
76745,Movileni,0.0
175055,Oras Panciu,412.1897794513179
142284,Pericei,0.0
134096,Maneciu,31.717429989697482
68565,Pucheni,0.0
166869,Voinesti,544.0278256587047
43992,Silistea,3540.884328358209
76763,Namoloasa,0.0
101341,Brezoaele,140.0811561978877
3039,Bistra,0.0
11236,Hasmas,0.0
93156,Ciulnita,3484.1218925421013
158699,Sanmihaiu Roman,290.7120829828988
27631,Bors,749.0076793856491
150524,Todiresti,348.1268156424581
35839,Rachiti,4966.559983566146
60419,Municipiul Constanta,1884.8924503261273
101378,Bucsani,1082.6836002208724
142337,Plopis,0.0
76807,Nicoresti,735.0771657364718
125962,Brastavatu,46.50847457627118
158733,Sanpetru Mare,382.7580240022328
68627,Oras Racari,26.446351931330472
175126,Andreiasu De Jos,0.0
117783,Ideciu De Jos,554.4429309534993
93209,Cocora,21716.475340535464
44060,Stancuta,13015.770941652225
27686,Bratca,0.0
60455,Oras Eforie,741.4936282541416
142373,Poiana Blenchii,0.0
11307,Ignesti,209.41747572815535
35884,Stauceni,225.94227597581087
125999,Brebeni,5875.839132061355
134194,Manesti,740.8200352378556
93236,Cosambesti,5931.194264069264
158779,Sag,4094.30691898285
150588,Udesti,14.342659974905898
85056,Meresti,45.22287390029326
60482,Municipiul Mangalia,437.27949428226435
117827,Oras Iernut,3787.6100255754477
126022,Brancoveni,852.0254365983295
166985,Vulturesti,22.763963963963963
44113,Surdila-Gaiseanca,0.0
101458,Oras Budesti,2469.8622383044712
85074,Mihaileni,54.91025173294418
158804,Stiuca,2333.7209411764707
11352,Iratosu,21955.616738365272
142426,Romanasi,385.14618576444303
60507,Oras Navodari,386.51488259420046
93281,Cuza Voda,4034.7504424778763
175206,Balesti,1248.685129740519
19560,Ungheni,53.205357142857146
35946,Oras Darabani,269.9284709193246
44140,Sutesti,421.7756889553514
27757,Brusturi,14.041734860883796
68716,Runcu,0.0
60534,Oras Techirghiol,79.15118870728084
167035,Vutcani,65.00548354935195
175224,Barsesti,0.0
126077,Bucinisu,3584.466058763931
76932,Oancea,2985.762341325811
11398,Macea,122.3483114708345
85127,Mugeni,0.0
158859,Teremia Mare,1215.6285418821096
93325,Dichiseni,6592.593959731544
101519,Bulbucata,0.0
44177,Tichilesti,14624.271058315335
126102,Cezieni,1551.4982394366198
60570,Agigea,7060.224770064256
167071,Zapodeni,193.31496474275266
175260,Boghesti,39.98935504070131
11423,Misca,194.48613678373383
142499,Rus,6.692804428044281
117925,Livezeni,14.935168195718655
36006,Municipiul Dorohoi,867.9553619858971
76969,Pechea,94.29067111735769
44202,Traian,24542.4046635183
150702,Ulma,0.0
158895,Tomesti,0.0
19631,Valea Danului,30.576158940397352
68789,Salcioara,99.56810631229236
60598,23 August,283.1988527724665
93370,Dor Marunt,2902.7410779850197
101564,Butimanu,598.8379912663755
134336,Pacureti,0.0
76996,Piscu,2700.1372031662268
126148,Cilieni,710.3015774822146
27846,Budureasa,0.0
109773,Municipiul Drobeta-Turnu Severin,178.58847170327167
142550,Salatig,2322.60561838745
11478,Moneasa,0.0
126166,Carlogani,2205.5404599659287
60632,Limanu,148.62966915688366
36060,Oras Saveni,146.08256201406886
44257,Tudor Vladimirescu,5753.370132844709
77028,Priponesti,0.0
150766,Vadu Moldovei,3147.6180981595094
11502,Olari,9121.77666999003
19695,Valea Iasului,0.0
117998,Lunca,194.41997593261132
101617,Buturugeni,0.0
134390,Plopu,32.548278757346765
158966,Topolovatu Mare,3903.1407173827356
85243,Ocland,421.12462462462463
93441,Dorobantu,5192.8890464374335
109826,Simian,26.45222805993384
27908,Buduslau,3204.149275362319
167179,Zorleni,380.47501011736136
175368,Bolotesti,209.13418662262592
44300,Tufesti,17728.727812919304
60687,Oras Ovidiu,2714.3303457106276
11539,Paulis,3425.1391705069123
126228,Colonesti,0.0
68887,Selaru,600.2980404551201
142612,Sag,0.0
77082,Rediu,2798.499095840868
27935,Bulz,0.0
101662,Calugareni,1109.3533202076248
36131,Albesti,105.93283582089552
44328,Ulmu,1371.6178947368421
85289,Plaiesii De Jos,0.0
134443,Podenii Noi,27.08739461237919
118058,Lunca Bradului,50.76878612716763
93487,Dragalina,2062.630851792647
60721,Tuzla,862.3253689388615
167222,Ibanesti,0.0
68921,Tatarani,0.0
159035,Tormac,3568.737641242938
167231,Fruntiseni,0.0
11584,Oras Pecica,2705.881336731804
27971,Buntesti,1583.8490015705631
44355,Unirea,192.1616526273566
3397,Blandiana,100.21835443037975
77126,Scanteiesti,392.6981803797468
167240,Rafaila,0.0
175439,Bordesti,1.026508742244783
118094,Magherani,35.067059690493736
19793,Vedea,5.983942414174972
142676,Sanmihaiu Almasului,13.25
167259,Pogonesti,128.713058419244
52570,Dalboset,0.6563245823389021
85341,Praid,59.472761247664224
101724,Cascioarele,35.34958904109589
159071,Traian Vuia,369.63466915191054
77153,Schela,2410.236259442563
93539,Dragos Voda,35359.232081911265
109924,Oras Baia De Arama,0.0
167268,Ciocani,50.89707602339181
44391,Vadeni,7314.79064695905
60776,Oras Cernavoda,877.5014689964435
175466,Brosteni,0.0
150891,Valea Moldovei,0.0
36202,Avrameni,224.92476165936614
101742,Cernica,366.56359415804235
167277,Cozmesti,0.0
68976,Uliesti,58.78286129266522
142710,Somes-Odorhei,22.880086424198776
167286,Dodesti,1051.837973273942
11637,Peregu Mare,783.1538461538462
126326,Corbu,862.2135667396061
77180,Slobozia Conachi,689.2563694267516
167295,Feresti,0.0
60801,Oras Harsova,4821.407888878995
3459,Bucium,0.0
167302,Muntenii De Sus,253.35838957412147
93575,Facaeni,573.2025157232705
167311,Pochidia,0.0
11664,Petris,0.0
44435,Victoria,420.4920592193809
150935,Vama,208.74616254645338
175509,Chiojdeni,0.0
167320,Puscasi,0.0
134559,Poienarii Burchii,1619.6053338846393
93600,Gheorghe Doja,950.3423047763457
159142,Uivar,1494.887868852459
85412,Remetea,66.08654147104852
77224,Smardan,988.0531723143475
52650,Doclin,91.23195876288659
28077,Cabesti,0.0
101804,Chirnogi,99909.29181879648
126380,Coteana,110.17364203027604
44462,Visani,138.49313962873285
60847,Municipiul Medgidia,256.3172472129441
142774,Surduc,25.091371918542336
93628,Gheorghe Lazar,1481.5840172786177
101822,Chiselet,1640.4484210526316
118209,Mica,623.4126518642647
69063,Valea Lunga,60.750261889796775
150980,Vatra Moldovitei,13.224613315400134
126406,Crampoia,304.5836111111111
110027,Obarsia-Closani,4.584942084942085
36300,Baluseni,148.50848126232742
77260,Smulti,637.8751696065129
93646,Giurgeni,1699.358208955224
101840,Ciocanesti,0.0
60883,Adamclisi,4311.4350921273035
11735,Pilu,155.27485112230875
52696,Dognecea,0.0
44505,Viziru,5380.2197447332
85467,Sacel,0.0
126433,Curtisoara,938.9201670921327
93664,Gradistea,7926.842973480893
175590,Ciorasti,4641.628327308577
77288,Suceveni,164.92988313856426
28139,Capalna,118.24628879892038
151022,Veresti,7.499057619816909
110063,Municipiul Orsova,0.0
159213,Varias,4258.066342534505
52721,Domasnea,0.0
11762,Plescuta,0.0
44532,Zavoaia,1307.9760795278037
134648,Posesti,24.875533249686324
77313,Tudor Vladimirescu,0.0
142854,Samsud,540.6564885496183
118281,Oras Miercurea Nirajului,0.0
101902,Ciolpani,242.2305289869217
44560,Cazasu,709.0528158739422
60945,Albesti,6429.4071314529
77331,Tulucesti,2019.2895009050944
93717,Grindu,19073.887150308205
36373,Braesti,1676.1427221172023
52758,Ezeris,0.0
85528,Sarmas,1084.7312312312313
159259,Victor Vlad Delamarina,695.9197465681099
19999,Vladesti,0.0
28193,Carpinet,0.0
142881,Sarmasag,140.45709570957095
110116,Oras Strehaia,0.0
93735,Grivita,19214.34474753337
126503,Cungrea,0.0
151077,Vicovu De Jos,27.500153327200245
52785,Farliug,294.38412880966075
69170,Valea Mare,0.0
167473,Municipiul Ramnicu Valcea,82.41504813518245
175670,Campuri,0.0
151095,Oras Vicovu De Sus,0.0
77377,Tepu,1472.9909413154785
11842,Savarsin,3.885128205128205
101957,Ciorogarla,1527.293177521911
36426,Broscauti,440.5433228481556
93771,Independenta,103751.86886632825
61005,Aliman,879.9529085872576
85582,Secuieni,0.0
20048,Raca,193.53900709219857
151120,Volovat,0.0
28246,Cefa,2765.4405919661735
20055,Vulturesti,0.0
77402,Umbraresti,544.3501780334155
20063,Bughea De Sus,0.9993337774816788
101984,Clejani,1783.455919395466
134755,Predeal-Sarari,0.0
118370,Mihesu De Campie,270.1263494602159
36453,Oras Bucecea,790.0989294942783
159339,Voiteg,23293.315349226265
142952,Valcau De Jos,26.00308832612724
93815,Jegalia,1882.7536096879367
175732,Carligele,0.0
151157,Vulturesti,0.0
52856,Forotic,346.2315022421525
126585,Daneasa,1565.7294053464266
85626,Siculeni,0.0
69250,Vacaresti,2316.42194092827
159366,Birda,9358.067312348669
61069,Oras Baneasa,1360.7520562028787
159375,Checea,6043.1069920225245
102035,Clinceni,0.0
36499,Calarasi,0.0
110232,Oras Vanju Mare,496.58701563562204
93851,Lehliu,747.1118827160494
159384,Dudestii Noi,763.5856537530267
77475,Valea Marului,95.98590021691975
159393,Fibis,8124.9071729957805
11940,Secusigiu,1081.528474903475
175787,Corbita,534.6611842105264
159400,Ghilad,207.68521229868227
52909,Garnic,0.0
28335,Ceica,6.029337094499295
143021,Varsolt,63.74315514993481
3761,Cenade,218.21871820956255
85680,Sancraieni,2889.408934707904
36532,Concesti,14746.553146483342
69303,Valeni-Dambovita,26.65646518745218
102071,Colibasi,319.9013480392157
126647,Deveselu,0.0
159419,Gottlob,2090.538723082735
93888,Oras Lehliu Gara,4014.1637609894206
61121,Castelu,1409.63648100332
77509,Varlezi,2259.9825412221144
118469,Nades,9.921254587921254
159428,Iecea Mare,3599.0471593018938
134853,Provita De Jos,0.0
52936,Glimboca,47.399359316604375
151246,Zamostea,0.0
159437,Parta,1018.8826815642458
69330,Visina,0.0
126674,Dobretu,241.91214057507986
159446,Padureni,475.5920369301789
36569,Copalau,81.93315080994752
110296,Bala,1.6189104243059194
143067,Zalha,0.0
52954,Goruia,0.0
11995,Seleus,161.43321057917643
102106,Comana,657.6060427413412
167641,Oras Baile Govora,0.0
3805,Cergau,76.48341523341523
159455,Saravale,53.31978319783198
77536,Vladesti,259.1203104786546
93931,Lupsanu,3118.432457786116
159464,Sandra,2235.476559974135
118511,Neaua,0.0
61167,Cerchezu,2023.9227019498608
134899,Provita De Sus,0.0
159473,Tomnatic,6332.128367670364
77561,Radesti,0.0
159482,Valcani,522.4938980617372
52990,Gradinari,5277.560738581146
28415,Cetariu,481.36485239852396
126718,Dobrosloveni,427.18552036199094
3841,Ceru-Bacainti,0.0
85760,Sandominic,0.0
159491,Livezile,647.4711922418711
12037,Semlac,20632.597497639283
77579,Negrilesti,0.0
175885,Cotesti,639.1283894823337
102160,Corbeanca,532.9957844022885
159507,Pesac,0.0
44818,Municipiul Buzau,3045.664585513998
77587,Poiana,0.0
167696,Oras Baile Olanesti,0.0
69394,Visinesti,0.0
12055,Sintea Mare,1802.6781997918833
61210,Chirnogeni,10675.400235086689
77595,Cuza Voda,196.64362081254455
134942,Puchenii Mari,662.4135311572701
85788,Sanmartin,208.12369845897544
159516,Bucovat,432.6544502617801
53023,Iablanita,0.0
77601,Suhurlui,1064.1069182389938
159525,Otelec,10874.384573894282
36649,Cordareni,0.0
143147,Zimbor,0.0
93995,Mihail Kogalniceanu,4307.108536585366
44845,Municipiul Ramnicu Sarat,1315.5133527525518
118575,Ogra,42.6958174904943
151344,Zvoristea,54.68548123980424
126772,Dobroteasa,1094.5652985074628
12091,Oras Santana,1608.571373752878
44863,Amaru,19064.830024813895
175938,Dumbraveni,1577.1920322291853
36676,Corlateni,2831.961257976299
102213,Cornetu,0.0
69447,Varfuri,0.0
61256,Ciobanu,262.74475920679885
20297,Municipiul Bacau,1022.651290521985
53069,Lapusnicel,0.0
28497,Cherechiu,1042.5226998794697
85840,Sansimion,10.86279901017322
20313,Hemeius,298.6756168359942
94045,Milosesti,433.9651815799326
12126,Socodor,2925.6925779534477
102240,Cosereni,2871.5768471826354
61283,Ciocarlia,2457.029570747218
126825,Dobrun,2.5418060200668897
118637,Papiu Ilarian,0.0
175983,Dumitresti,4.761731304906792
135020,Rafov,128.65326167531504
53103,Lapusnicu Mare,0.0
12144,Sagu,2077.9139216157732
167794,Oras Brezoi,0.0
28530,Chislaz,309.97195083517175
85877,Subcetate,0.0
3958,Cetatea De Balta,197.52503937007873
110456,Balta,0.0
159614,Municipiul Tulcea,3126.1193243228186
94081,Movila,2836.160401002506
44934,Balta Alba,5276.961816720257
61318,Cobadin,3871.450152647647
20359,Letea Veche,554.3625959727655
53130,Luncavita,0.0
151433,Comanesti,1147.4678165755154
102286,Crevedia,41740.28267216212
151442,Iaslovat,63.55294117647059
36756,Corni,197.1819257506286
69526,Voinesti,22.939907038512615
151451,Ciocanesti,317.70925414364643
94107,Munteni-Buzau,4336.34074074074
159650,Oras Babadag,417.8855105105105
85920,Suseni,19.453856357779042
118691,Panet,0.49313052011776254
151460,Serbauti,2359.55684596577
4008,Ciuruleasa,0.0
94125,Alexandru Odobescu,6312.851973684211
12206,Seitin,3226.3274021352313
53167,Lupac,0.0
151479,Horodnic De Sus,0.0
126905,Fagetelu,0.0
20411,Magura,66.66973555337904
61372,Cogealac,1736.7931404072883
44989,Balaceanu,4737.274223034735
12224,Sepreus,2108.1148950808392
28610,Ciuhoi,528.7785588752197
151488,Fantana Mare,4.618244538137217
159687,Oras Isaccea,791.4234166510055
110535,Balacita,176.2336956521739
36809,Cotusca,838.6370640713707
45003,Beceni,0.0
151497,Cosna,0.0
102348,Crevedia Mare,13.94686089454247
151503,Capu Campului,151.43832864604258
94161,Perieti,5757.738700187216
12242,Sicula,320.95300444236614
53210,Marga,0.0
135128,Salcia,0.0
151512,Hantesti,0.0
118753,Pasareni,0.0
85984,Simonesti,179.84753932014206
151521,Burla,0.0
167909,Oras Calimanesti,81.72281810996951
135146,Salciile,5863.613340563991
151530,Balaceana,4.884565499351492
110571,Bacles,0.0
69615,Vulcana-Bai,0.0
159730,Oras Macin,5071.186576576577
20466,Margineni,45.73111629321708
77812,Municipiul Targu Jiu,202.52836809891937
28665,Ciumeghiu,2656.631338411317
135164,Scorteni,0.0
53247,Maureni,9119.460231135283
151549,Hartop,0.0
12288,Silindia,473.63085714285717
126978,Falcoiu,0.0
151558,Voitinel,0.0
4106,Calnic,0.0
61452,Comana,3258.225854383358
151567,Ciprian Porumbescu,6.088560885608856
94223,Perisoru,3940.315849056604
118799,Petelea,67.07300230187438
102419,Curcani,98.99250182882224
176150,Fitionesti,170.41977130210253
159767,Oras Sulina,0.0
53274,Mehadia,0.0
151576,Berchisesti,0.0
151585,Poieni-Solca,0.0
28709,Campani,57.23319502074689
118824,Pogaceaua,1481.2747035573123
127019,Farcasele,554.9251968503937
36907,Cristesti,243.41248989490703
159785,Baia,11317.766353095603
45101,Berca,1.3019643672910004
4142,Cricau,409.3162878787879
102446,Daia,2690.4657904909163
167981,Municipiul Dragasani,287.05327361097875
12340,Simand,1695.8669072862622
135226,Secaria,0.0
94269,Reviga,1036.4840764331211
102473,Dascalu,2942.3044081916
61513,Corbu,685.5704068658614
135244,Sangeru,71.23416922244272
53327,Mehadica,0.0
12368,Siria,1187.3078278101948
20563,Municipiul Onesti,436.9979102946485
176212,Garoafa,1677.1446211804102
77910,Balesti,60.27868410408521
36952,Cristinesti,5087.680770205219
143450,Municipiul Sibiu,336.2475158935719
127064,Ganeasa,380.2306406685237
28763,Cociuba Mare,1637.0764766131786
4188,Craciunelu De Jos,0.0
53345,Naidas,0.0
110688,Balvanesti,0.0
159847,Beidaud,17073.82427536232
94312,Roseti,8116.982258562172
168041,Oras Horezu,13.801452784503631
12402,Sistarovat,0.0
86133,Tulghes,0.0
61559,Crucea,4870.867895545315
94330,Salcioara,3433.2067585593595
53372,Obreja,2.8701223063482817
102525,Darasti-Ilfov,0.0
143487,Cristian,2629.2861912711664
20607,Gura Vaii,0.0
151683,Municipiul Turnu Magurele,596.3285133604318
159883,C.a. Rosetti,0.0
143502,Poplaca,36.55482093663912
102543,1 Decembrie,1089.0553892215569
4240,Daia Romana,191.36253968253968
28816,Copacel,0.0
135315,Starchiojd,0.0
118931,Rastolita,0.0
37011,Dersca,97.51748684617765
110740,Breznita-Motru,0.0
127126,Giuvarasti,314.5790849673203
151709,Ciuperceni,3761.1451612903224
143520,Rasinari,1.7486528767599514
12457,Taut,90.74594594594595
94376,Saveni,3741.9744608399546
127144,Gostavatu,1.8952879581151831
102570,Domnesti,100.22418670438472
4268,Dostat,8630.691691691693
86188,Tusnad,1695.0045126353791
176301,Gugesti,152.52532303579386
53425,Paltinis,0.0
61620,Cumpana,274.76327449187704
151736,Islaz,3070.7819108761328
45245,Bisoca,7.932466594438425
20670,Stefan Cel Mare,11.982689747003995
168130,Oras Ocnele Mari,0.0
37057,Dangeni,182.6584402764067
78016,Dragutesti,0.0
127171,Gradinari,1259.902963865205
143557,Selimbar,19.251594077596454
159945,Carcaliu,1094.366920782234
102605,Dragomiresti-Vale,539.0959296379627
4302,Farau,187.22735674676525
86222,Ulies,0.0
176338,Gura Calitei,0.0
151763,Lita,3767.2954458476847
118995,Raciu,1209.579134720701
28889,Cristioru De Jos,0.0
159963,Casimcea,0.0
94429,Scanteia,3554.7683586704457
12509,Tarnova,269.79251974850877
110820,Breznita-Ocol,0.0
61675,Deleni,3602.8979919678713
37100,Dobarceni,1583.433598183882
151790,Municipiul Alexandria,3138.53397909274
135404,Surani,328.08551576696954
102641,Dragoesti,36950.24307036247
53489,Coronini,54.41354903943377
94456,Sfantu Gheorghe,27799.68210197711
127224,Grojdibodu,819.1340941512126
143619,Municipiul Medias,164.66282184721962
135431,Sirna,312.65357730263156
78089,Turcinesti,180.46492890995262
53513,Pojejena,270.6952114645229
151816,Nanov,24968.657438478745
28941,Curatele,0.0
69900,Municipiul Craiova,816.1496963516438
4366,Galda De Jos,111386.96733212341
127251,Ianca,2600.5645816409424
45334,Blajani,1068.2171814671815
151834,Poroschia,917.2723666813574
110875,Brosteni,0.0
12572,Varadia De Mures,23.546587537091987
143646,Tarnava,0.0
94492,Stelnica,482.89209009952856
86311,Varsag,0.0
168229,Alunu,0.0
61737,Dobromir,2803.371469329529
20778,Oras Buhusi,261.92254534984164
160047,Ceatalchioi,0.0
102703,Dridu,7395.642706766917
45361,Boldu,3531.142794182459
37173,Draguseni,0.0
127288,Iancu Jianu,0.5564256103178259
78141,Municipiul Motru,3.3444323382000434
151870,Municipiul Rosiori De Vede,542.8757851518216
176445,Homocea,0.0
143682,Oras Agnita,127.10962079814539
