Siruta,Localitate,CA_Totala
18938,Stolnici,10858194.0
76282,Foltesti,7799796.0
100870,Armasesti,7327806.0
10765,Ususau,44298.0
166413,Todiresti,1587310.0
2577,Avram Iancu,0.0
150043,Putna,47722.0
117275,Grebenisu De Campie,1098882.0
76317,Frumusita,18328061.0
92701,Municipiul Fetesti,118499817.0
27169,Abramut,0.0
68128,Mogosani,0.0
125472,Municipiul Caracal,8234968.0
158243,Racovita,1829818.0
59942,Vad,5100.0
51751,Bucosnita,0.0
109096,Sisesti,0.0
43563,Maxineni,23647685.0
125490,Draghiceni,4245290.0
150070,Radaseni,159871.0
100923,Axintele,7587711.0
133688,Gura Vadului,17794896.0
141884,Lozna,0.0
19007,Suseni,7634793.0
76353,Fundeni,507892.0
117319,Gurghiu,27435297.0
10827,Felnac,7428869.0
27212,Auseu,189120.0
84558,Joseni,39690.0
68182,Moroeni,0.0
133722,Iordacheanu,272838.0
51804,Carasova,0.0
92765,Oras Tandarei,29026941.0
150114,Rasca,0.0
35429,Zagra,0.0
125542,Oras Corabia,22566258.0
100969,Balotesti,1535317.0
158314,Oras Recas,28724299.0
43625,Mircea Voda,30983415.0
92783,Albesti,1158312.0
84594,Lazarea,3346745.0
76406,Ghidigeni,7209356.0
10872,Ghioroc,2027061.0
141946,Marca,870091.0
109176,Oras Somcuta Mare,1900301.0
60026,Valea Ierii,0.0
51840,Carbunari,0.0
166529,Tutova,12287018.0
43652,Movila Miresii,16266534.0
101001,Baneasa,6701720.0
84629,Lueta,0.0
27285,Avram Iancu,11266122.0
125588,Garcov,183223.0
174744,Municipiul Focsani,376191342.0
68253,Morteni,2184766.0
60062,Viisoara,11242579.0
150178,Sadova,255247.0
133795,Izvoarele,284201.0
10916,Graniceri,3318865.0
51877,Constantin Daicoviciu,799641.0
92836,Oras Amara,39259705.0
19114,Stefan Cel Mare,640364.0
84656,Lunca De Jos,0.0
43698,Racovita,0.0
117426,Hodac,4500.0
142006,Maeriste,1354670.0
150196,Satu Mare,0.0
125622,Oras Draganesti-Olt,3330684.0
68280,Nucet,1246884.0
158396,Remetea Mare,955478.0
174780,Campineanca,208621.0
10943,Gurahont,50426.0
27329,Balc,1298951.0
101056,Barcanesti,1884235.0
60099,Vultureni,0.0
19141,Suici,0.0
92872,Andrasesti,9443162.0
150221,Siminicea,199370.0
76497,Gohor,3616491.0
109265,Oras Ulmeni,1471215.0
43732,Ramnicelu,8426533.0
101083,Belciugatele,30802495.0
125659,Babiciu,5483616.0
68324,Ocnita,0.0
133866,Jugureni,199123.0
92907,Balaciu,32601025.0
174824,Golesti,184305417.0
51948,Ciclova Romana,0.0
125677,Baldovinesti,431065.0
166636,Valeni,290134.0
150258,Slatina,82944.0
158449,Sacosu Turcesc,3980507.0
27383,Batar,16822882.0
68342,Odobesti,1421392.0
142079,Mesesenii De Jos,0.0
117505,Hodosa,432969.0
60169,Negreni,1466365.0
43787,Romanu,21049504.0
19212,Teiu,0.0
174860,Municipiul Adjud,316486.0
76558,Grivita,3016023.0
51984,Ciuchici,0.0
166672,Vetrisoaia,7002587.0
84754,Lunca De Sus,0.0
150294,Straja,0.0
101145,Berceni,444470.0
133919,Lapos,0.0
92961,Borcea,62828503.0
43812,Rosiori,7879069.0
150310,Stroiesti,326959.0
76585,Independenta,62759.0
142122,Mirsid,4926800.0
101163,Bolintin-Deal,592071.0
109354,Valea Chioarului,133845.0
27436,Biharia,249920816.0
117550,Ibanesti,0.0
19249,Tigveni,216235.0
166707,Viisoara,2413590.0
11058,Halmagiu,473430.0
68404,Pietrosita,7081836.0
76601,Ivesti,71266.0
92989,Bordusani,8127813.0
125757,Barasti,29000.0
158528,Satchinez,13032966.0
52035,Ciudanovita,0.0
101190,Oras Bolintin-Vale,4431158.0
174922,Oras Marasesti,0.0
68431,Poiana,0.0
133964,Lipanesti,530524.0
150356,Stulpicani,0.0
84825,Lupeni,2222429.0
43867,Salcia Tudor,1130216.0
93021,Bucu,13238160.0
52062,Copacele,97115.0
76638,Jorasti,6562493.0
2915,Oras Baia De Aries,0.0
142177,Napradea,561591.0
158564,Sacalaz,102531663.0
109425,Vima Mica,0.0
166770,Vinderei,3773169.0
27506,Boianu Mare,2335359.0
68468,Potlogi,3019832.0
101243,Brazii,6672694.0
134014,Magurele,980.0
76674,Liesti,15886496.0
19338,Titesti,3259.0
93067,Oras Cazanesti,15672308.0
150418,Sucevita,10249.0
158608,Secas,1904672.0
35731,Municipiul Botosani,132029671.0
52115,Cornea,22625.0
76692,Matca,37716945.0
125846,Barza,27777.0
43929,Scortaru Nou,10987835.0
93085,Ciocanesti,40240413.0
142239,Nusfalau,1050354.0
134050,Magureni,37117.0
117667,Iclanzel,152745.0
11174,Halmagel,0.0
27560,Borod,27276.0
175019,Oras Odobesti,12300400.0
2988,Berghin,3093867.0
93101,Ciochina,32703149.0
35759,Curtesti,236611.0
76718,Mastacani,802028.0
150445,Saru Dornei,14458.0
68529,Produlesti,620759.0
125873,Bobicesti,0.0
101298,Branesti,4405644.0
84923,Martinis,9800.0
158653,Sanandrei,29841128.0
19392,Uda,0.0
52160,Cornereva,362.0
109504,Viseu De Jos,0.0
76745,Movileni,0.0
175055,Oras Panciu,3831304.0
142284,Pericei,0.0
134096,Maneciu,338647.0
68565,Pucheni,0.0
166869,Voinesti,2209297.0
43992,Silistea,6642699.0
76763,Namoloasa,0.0
101341,Brezoaele,504012.0
3039,Bistra,0.0
11236,Hasmas,0.0
93156,Ciulnita,8689400.0
158699,Sanmihaiu Roman,2073940.0
27631,Bors,3121115.0
150524,Todiresti,1869441.0
35839,Rachiti,24177214.0
60419,Municipiul Constanta,599346792.0
101378,Bucsani,3921480.0
142337,Plopis,0.0
76807,Nicoresti,3029253.0
125962,Brastavatu,208544.0
158733,Sanpetru Mare,1371422.0
68627,Oras Racari,172536.0
175126,Andreiasu De Jos,0.0
117783,Ideciu De Jos,1180409.0
93209,Cocora,46234376.0
44060,Stancuta,45060599.0
27686,Bratca,0.0
60455,Oras Eforie,8146049.0
142373,Poiana Blenchii,0.0
11307,Ignesti,150990.0
35884,Stauceni,821978.0
125999,Brebeni,15706118.0
134194,Manesti,2943278.0
93236,Cosambesti,10960847.0
158779,Sag,13846946.0
150588,Udesti,114311.0
85056,Meresti,61684.0
60482,Municipiul Mangalia,18469374.0
117827,Oras Iernut,37023888.0
126022,Brancoveni,2244235.0
166985,Vulturesti,50536.0
44113,Surdila-Gaiseanca,0.0
101458,Oras Budesti,19111794.0
85074,Mihaileni,150509.0
158804,Stiuca,4959157.0
11352,Iratosu,56140512.0
142426,Romanasi,1206663.0
60507,Oras Navodari,16114965.0
93281,Cuza Voda,15957438.0
175206,Balesti,2502365.0
19560,Ungheni,148975.0
35946,Oras Darabani,3452925.0
44140,Sutesti,1974332.0
27757,Brusturi,51477.0
68716,Runcu,0.0
60534,Oras Techirghiol,639225.0
167035,Vutcani,130401.0
175224,Barsesti,0.0
126077,Bucinisu,7075736.0
76932,Oancea,4233811.0
11398,Macea,876748.0
85127,Mugeni,0.0
158859,Teremia Mare,5877564.0
93325,Dichiseni,11787558.0
101519,Bulbucata,0.0
44177,Tichilesti,54168300.0
126102,Cezieni,2643753.0
60570,Agigea,56037004.0
167071,Zapodeni,740203.0
175260,Boghesti,63863.0
11423,Misca,736519.0
142499,Rus,7255.0
117925,Livezeni,48838.0
36006,Municipiul Dorohoi,27202589.0
76969,Pechea,1073405.0
44202,Traian,83149667.0
150702,Ulma,0.0
158895,Tomesti,0.0
19631,Valea Danului,92340.0
68789,Salcioara,389610.0
60598,23 August,1629243.0
93370,Dor Marunt,19764764.0
101564,Butimanu,1371339.0
134336,Pacureti,0.0
76996,Piscu,13303576.0
126148,Cilieni,2296405.0
27846,Budureasa,0.0
109773,Municipiul Drobeta-Turnu Severin,19596513.0
142550,Salatig,6366262.0
11478,Moneasa,0.0
126166,Carlogani,5178609.0
60632,Limanu,974862.0
36060,Oras Saveni,1183707.0
44257,Tudor Vladimirescu,12559607.0
77028,Priponesti,0.0
150766,Vadu Moldovei,14365729.0
11502,Olari,18298284.0
19695,Valea Iasului,0.0
117998,Lunca,484689.0
101617,Buturugeni,0.0
134390,Plopu,77530.0
158966,Topolovatu Mare,9902268.0
85243,Ocland,560938.0
93441,Dorobantu,14649140.0
109826,Simian,271876.0
27908,Buduslau,6632589.0
167179,Zorleni,3760615.0
175368,Bolotesti,1013046.0
44300,Tufesti,92490773.0
60687,Oras Ovidiu,42397840.0
11539,Paulis,14865104.0
126228,Colonesti,0.0
68887,Selaru,1899343.0
142612,Sag,0.0
77082,Rediu,6190280.0
27935,Bulz,0.0
101662,Calugareni,6197957.0
36131,Albesti,738140.0
44328,Ulmu,5212148.0
85289,Plaiesii De Jos,0.0
134443,Podenii Noi,131726.0
118058,Lunca Bradului,105396.0
93487,Dragalina,18064521.0
60721,Tuzla,6135445.0
167222,Ibanesti,0.0
68921,Tatarani,0.0
159035,Tormac,10106665.0
167231,Fruntiseni,0.0
11584,Oras Pecica,38217868.0
27971,Buntesti,7059215.0
44355,Unirea,479059.0
3397,Blandiana,95007.0
77126,Scanteiesti,992741.0
167240,Rafaila,0.0
175439,Bordesti,1820.0
118094,Magherani,47586.0
19793,Vedea,21614.0
142676,Sanmihaiu Almasului,22313.0
167259,Pogonesti,224733.0
52570,Dalboset,1100.0
85341,Praid,413752.0
101724,Cascioarele,64513.0
159071,Traian Vuia,793236.0
77153,Schela,9252897.0
93539,Dragos Voda,103602550.0
109924,Oras Baia De Arama,0.0
167268,Ciocani,87034.0
44391,Vadeni,30188141.0
60776,Oras Cernavoda,17024406.0
175466,Brosteni,0.0
150891,Valea Moldovei,0.0
36202,Avrameni,872933.0
101742,Cernica,3789901.0
167277,Cozmesti,0.0
68976,Uliesti,242832.0
142710,Somes-Odorhei,63538.0
167286,Dodesti,1889101.0
11637,Peregu Mare,1415159.0
126326,Corbu,1970158.0
77180,Slobozia Conachi,3029971.0
167295,Feresti,0.0
60801,Oras Harsova,54149232.0
3459,Bucium,0.0
167302,Muntenii De Sus,1088681.0
93575,Facaeni,3189872.0
167311,Pochidia,0.0
11664,Petris,0.0
44435,Victoria,1562128.0
150935,Vama,1291930.0
175509,Chiojdeni,0.0
167320,Puscasi,0.0
134559,Poienarii Burchii,7834031.0
93600,Gheorghe Doja,2507003.0
159142,Uivar,4559408.0
85412,Remetea,422293.0
77224,Smardan,5481719.0
52650,Doclin,176990.0
28077,Cabesti,0.0
101804,Chirnogi,738829213.0
126380,Coteana,247450.0
44462,Visani,343186.0
60847,Municipiul Medgidia,11817763.0
142774,Surduc,93641.0
93628,Gheorghe Lazar,3429867.0
101822,Chiselet,5454491.0
118209,Mica,2976172.0
69063,Valea Lunga,289961.0
150980,Vatra Moldovitei,58995.0
126406,Crampoia,1096501.0
110027,Obarsia-Closani,4750.0
36300,Baluseni,752938.0
77260,Smulti,940228.0
93646,Giurgeni,2504854.0
101840,Ciocanesti,0.0
60883,Adamclisi,10295707.0
11735,Pilu,338965.0
52696,Dognecea,0.0
44505,Viziru,34987569.0
85467,Sacel,0.0
126433,Curtisoara,4045807.0
93664,Gradistea,37961651.0
175590,Ciorasti,14124475.0
77288,Suceveni,296379.0
28139,Capalna,175241.0
151022,Veresti,55703.0
110063,Municipiul Orsova,0.0
159213,Varias,27149431.0
52721,Domasnea,0.0
11762,Plescuta,0.0
44532,Zavoaia,4210375.0
134648,Posesti,99129.0
77313,Tudor Vladimirescu,0.0
142854,Samsud,991564.0
118281,Oras Miercurea Nirajului,0.0
101902,Ciolpani,1240947.0
44560,Cazasu,2429924.0
60945,Albesti,24161712.0
77331,Tulucesti,15617185.0
93717,Grindu,40226828.0
36373,Braesti,3546718.0
52758,Ezeris,0.0
85528,Sarmas,4334586.0
159259,Victor Vlad Delamarina,1977108.0
19999,Vladesti,0.0
28193,Carpinet,0.0
142881,Sarmasag,936287.0
110116,Oras Strehaia,0.0
93735,Grivita,66212632.0
126503,Cungrea,0.0
151077,Vicovu De Jos,179356.0
52785,Farliug,511934.0
69170,Valea Mare,0.0
167473,Municipiul Ramnicu Valcea,9793545.0
175670,Campuri,0.0
151095,Oras Vicovu De Sus,0.0
77377,Tepu,3739924.0
11842,Savarsin,11364.0
101957,Ciorogarla,8887319.0
36426,Broscauti,1540580.0
93771,Independenta,367904127.0
61005,Aliman,2541304.0
85582,Secuieni,0.0
20048,Raca,218312.0
151120,Volovat,0.0
28246,Cefa,6540267.0
20055,Vulturesti,0.0
77402,Umbraresti,3974845.0
20063,Bughea De Sus,3000.0
101984,Clejani,6372288.0
134755,Predeal-Sarari,0.0
118370,Mihesu De Campie,675586.0
36453,Oras Bucecea,4280756.0
159339,Voiteg,55694317.0
142952,Valcau De Jos,84198.0
93815,Jegalia,8084544.0
175732,Carligele,0.0
151157,Vulturesti,0.0
52856,Forotic,617677.0
126585,Daneasa,5739964.0
85626,Siculeni,0.0
69250,Vacaresti,12077824.0
159366,Birda,19324409.0
61069,Oras Baneasa,7941349.0
159375,Checea,12877861.0
102035,Clinceni,0.0
36499,Calarasi,0.0
110232,Oras Vanju Mare,2921918.0
93851,Lehliu,1936514.0
159384,Dudestii Noi,2522887.0
77475,Valea Marului,353996.0
159393,Fibis,13479221.0
11940,Secusigiu,6722781.0
175787,Corbita,975222.0
159400,Ghilad,425547.0
52909,Garnic,0.0
28335,Ceica,21374.0
143021,Varsolt,146673.0
3761,Cenade,214509.0
85680,Sancraieni,7567362.0
36532,Concesti,27885732.0
69303,Valeni-Dambovita,69680.0
102071,Colibasi,1044158.0
126647,Deveselu,0.0
159419,Gottlob,5533656.0
93888,Oras Lehliu Gara,26939053.0
61121,Castelu,7643049.0
77509,Varlezi,4660084.0
118469,Nades,29734.0
159428,Iecea Mare,9692234.0
134853,Provita De Jos,0.0
52936,Glimboca,88779.0
151246,Zamostea,0.0
159437,Parta,2370940.0
69330,Visina,0.0
126674,Dobretu,302874.0
159446,Padureni,824201.0
36569,Copalau,359113.0
110296,Bala,6181.0
143067,Zalha,0.0
52954,Goruia,0.0
11995,Seleus,482201.0
102106,Comana,4461857.0
167641,Oras Baile Govora,0.0
3805,Cergau,124515.0
159455,Saravale,157400.0
77536,Vladesti,600900.0
93931,Lupsanu,9972747.0
159464,Sandra,6914329.0
118511,Neaua,0.0
61167,Cerchezu,2906353.0
134899,Provita De Sus,0.0
159473,Tomnatic,23973438.0
77561,Radesti,0.0
159482,Valcani,727834.0
52990,Gradinari,10861220.0
28415,Cetariu,1043599.0
126718,Dobrosloveni,1604936.0
3841,Ceru-Bacainti,0.0
85760,Sandominic,0.0
159491,Livezile,1135017.0
12037,Semlac,87399683.0
77579,Negrilesti,0.0
175885,Cotesti,3111277.0
102160,Corbeanca,3540158.0
159507,Pesac,0.0
44818,Municipiul Buzau,413180949.0
77587,Poiana,0.0
167696,Oras Baile Olanesti,0.0
69394,Visinesti,0.0
12055,Sintea Mare,6929495.0
61210,Chirnogeni,36328387.0
77595,Cuza Voda,551782.0
134942,Puchenii Mari,5580834.0
85788,Sanmartin,499705.0
159516,Bucovat,743733.0
53023,Iablanita,0.0
77601,Suhurlui,1522737.0
159525,Otelec,20161109.0
36649,Cordareni,0.0
143147,Zimbor,0.0
93995,Mihail Kogalniceanu,14127316.0
44845,Municipiul Ramnicu Sarat,53742667.0
118575,Ogra,112290.0
151344,Zvoristea,335222.0
126772,Dobroteasa,1760061.0
12091,Oras Santana,25151622.0
44863,Amaru,46098759.0
175938,Dumbraveni,7046894.0
36676,Corlateni,6213323.0
102213,Cornetu,0.0
69447,Varfuri,0.0
61256,Ciobanu,927489.0
20297,Municipiul Bacau,201832504.0
53069,Lapusnicel,0.0
28497,Cherechiu,2594839.0
85840,Sansimion,39508.0
20313,Hemeius,1646300.0
94045,Milosesti,1159121.0
12126,Socodor,6661802.0
102240,Cosereni,13097262.0
61283,Ciocarlia,7727358.0
126825,Dobrun,3800.0
118637,Papiu Ilarian,0.0
175983,Dumitresti,22223.0
135020,Rafov,694213.0
53103,Lapusnicu Mare,0.0
12144,Sagu,8642044.0
167794,Oras Brezoi,0.0
28530,Chislaz,983541.0
85877,Subcetate,0.0
3958,Cetatea De Balta,627142.0
110456,Balta,0.0
159614,Municipiul Tulcea,280559831.0
94081,Movila,5658140.0
44934,Balta Alba,13129081.0
61318,Cobadin,36774905.0
20359,Letea Veche,3826765.0
53130,Luncavita,0.0
151433,Comanesti,2727531.0
102286,Crevedia,243053666.0
151442,Iaslovat,280904.0
36756,Corni,1333147.0
69526,Voinesti,138190.0
151451,Ciocanesti,460043.0
94107,Munteni-Buzau,15220556.0
159650,Oras Babadag,4452988.0
85920,Suseni,102658.0
118691,Panet,3015.0
151460,Serbauti,7720470.0
4008,Ciuruleasa,0.0
94125,Alexandru Odobescu,17271963.0
12206,Seitin,9972578.0
53167,Lupac,0.0
151479,Horodnic De Sus,0.0
126905,Fagetelu,0.0
20411,Magura,340349.0
61372,Cogealac,9722568.0
44989,Balaceanu,7773867.0
12224,Sepreus,6128290.0
28610,Ciuhoi,1203500.0
151488,Fantana Mare,12049.0
159687,Oras Isaccea,4211164.0
110535,Balacita,486405.0
36809,Cotusca,4136158.0
45003,Beceni,0.0
151497,Cosna,0.0
102348,Crevedia Mare,67977.0
151503,Capu Campului,376930.0
94161,Perieti,21528185.0
12242,Sicula,1372716.0
53210,Marga,0.0
135128,Salcia,0.0
151512,Hantesti,0.0
118753,Pasareni,0.0
85984,Simonesti,708959.0
151521,Burla,0.0
167909,Oras Calimanesti,723819.0
135146,Salciile,10812503.0
151530,Balaceana,7532.0
110571,Bacles,0.0
69615,Vulcana-Bai,0.0
159730,Oras Macin,56290171.0
20466,Margineni,451046.0
77812,Municipiul Targu Jiu,19622366.0
28665,Ciumeghiu,12207221.0
135164,Scorteni,0.0
53247,Maureni,26829452.0
151549,Hartop,0.0
12288,Silindia,414427.0
126978,Falcoiu,0.0
151558,Voitinel,0.0
4106,Calnic,0.0
61452,Comana,6578358.0
151567,Ciprian Porumbescu,13200.0
94223,Perisoru,20883674.0
118799,Petelea,203969.0
102419,Curcani,541291.0
176150,Fitionesti,462008.0
159767,Oras Sulina,0.0
53274,Mehadia,0.0
151576,Berchisesti,0.0
151585,Poieni-Solca,0.0
28709,Campani,137932.0
118824,Pogaceaua,2998100.0
127019,Farcasele,2678069.0
36907,Cristesti,1204405.0
159785,Baia,51733510.0
45101,Berca,11400.0
4142,Cricau,864476.0
102446,Daia,6960235.0
167981,Municipiul Dragasani,6024100.0
12340,Simand,7517778.0
135226,Secaria,0.0
94269,Reviga,2929104.0
102473,Dascalu,8476779.0
61513,Corbu,4313609.0
135244,Sangeru,394851.0
53327,Mehadica,0.0
12368,Siria,10784317.0
20563,Municipiul Onesti,23003133.0
176212,Garoafa,8013397.0
77910,Balesti,447087.0
36952,Cristinesti,20081076.0
143450,Municipiul Sibiu,57121728.0
127064,Ganeasa,1365028.0
28763,Cociuba Mare,4794997.0
4188,Craciunelu De Jos,0.0
53345,Naidas,0.0
110688,Balvanesti,0.0
159847,Beidaud,28274253.0
94312,Roseti,52614279.0
168041,Oras Horezu,96900.0
12402,Sistarovat,0.0
86133,Tulghes,0.0
61559,Crucea,15854675.0
94330,Salcioara,7721282.0
53372,Obreja,9856.0
102525,Darasti-Ilfov,0.0
143487,Cristian,11024597.0
20607,Gura Vaii,0.0
151683,Municipiul Turnu Magurele,17898204.0
159883,C.a. Rosetti,0.0
143502,Poplaca,66347.0
102543,1 Decembrie,8729868.0
4240,Daia Romana,602792.0
28816,Copacel,0.0
135315,Starchiojd,0.0
118931,Rastolita,0.0
37011,Dersca,315079.0
110740,Breznita-Motru,0.0
127126,Giuvarasti,721959.0
151709,Ciuperceni,5829775.0
143520,Rasinari,10060.0
12457,Taut,151092.0
94376,Saveni,13186718.0
127144,Gostavatu,5430.0
102570,Domnesti,850302.0
4268,Dostat,8622061.0
86188,Tusnad,3756130.0
176301,Gugesti,1026953.0
53425,Paltinis,0.0
61620,Cumpana,3906859.0
151736,Islaz,16262861.0
45245,Bisoca,21965.0
20670,Stefan Cel Mare,62993.0
168130,Oras Ocnele Mari,0.0
37057,Dangeni,555099.0
78016,Dragutesti,0.0
127171,Gradinari,3103141.0
143557,Selimbar,178135.0
159945,Carcaliu,3301705.0
102605,Dragomiresti-Vale,2635640.0
4302,Farau,303870.0
86222,Ulies,0.0
176338,Gura Calitei,0.0
151763,Lita,9843943.0
118995,Raciu,4417383.0
28889,Cristioru De Jos,0.0
159963,Casimcea,0.0
94429,Scanteia,13796056.0
12509,Tarnova,1673523.0
110820,Breznita-Ocol,0.0
61675,Deleni,8971216.0
37100,Dobarceni,4185015.0
151790,Municipiul Alexandria,163627469.0
135404,Surani,613848.0
102641,Dragoesti,34659328.0
53489,Coronini,107630.0
94456,Sfantu Gheorghe,53430989.0
127224,Grojdibodu,2296852.0
143619,Municipiul Medias,9650394.0
135431,Sirna,1520747.0
78089,Turcinesti,380781.0
53513,Pojejena,774459.0
151816,Nanov,89287919.0
28941,Curatele,0.0
69900,Municipiul Craiova,249697735.0
4366,Galda De Jos,490993752.0
127251,Ianca,9603885.0
45334,Blajani,1106673.0
151834,Poroschia,4162582.0
110875,Brosteni,0.0
12572,Varadia De Mures,39676.0
143646,Tarnava,0.0
94492,Stelnica,921841.0
86311,Varsag,0.0
168229,Alunu,0.0
61737,Dobromir,9825817.0
20778,Oras Buhusi,5457942.0
160047,Ceatalchioi,0.0
102703,Dridu,24590512.0
45361,Boldu,8012163.0
37173,Draguseni,0.0
127288,Iancu Jianu,2416.0
78141,Municipiul Motru,76738.0
151870,Municipiul Rosiori De Vede,17717837.0
176445,Homocea,0.0
143682,Oras Agnita,1535230.0
86339,Voslabeni,0.0
94535,Suditi,6221692.0
29001,Curtuiseni,3084761.0
53577,Prigor,0.0
45389,Bozioru,0.0
69964,Bucovat,1984733.0
135501,Soimari,0.0
20821,Oras Comanesti,34257.0
127322,Icoana,5865509.0
102749,Oras Fierbinti-Targ,8665868.0
160092,Ceamurlia De Jos,25807006.0
86366,Zetea,583146.0
37217,Durnesti,617122.0
12643,Vinga,10660513.0
94562,Stefan Cel Mare,13599885.0
110946,Burila Mare,571985.0
151905,Oras Videle,20119800.0
29038,Derna,0.0
61808,Garliciu,0.0
119153,Rusii-Munti,0.0
94580,Stefan Voda,18111864.0
143735,Oras Cisnadie,28352039.0
168309,Amarasti,0.0
176506,Jaristea,1992409.0
135547,Sotrile,0.0
160127,Cerna,11584021.0
151932,Crevenicu,0.0
4482,Garbova,44956110.0
61826,Ghindaresti,6414333.0
53639,Ramna,8063208.0
127368,Izbiceni,21789.0
102794,Floresti-Stoenesti,460240.0
20876,Municipiul Moinesti,547462.0
94606,Ulmu,10915287.0
12689,Varfurile,0.0
143771,Oras Copsa Mica,0.0
127386,Izvoarele,44314.0
111006,Butoiesti,53859.0
37280,Oras Flamanzi,279712.0
29092,Diosig,5514381.0
176551,Jitia,0.0
86438,Madaras,5542.0
119206,Saschiz,4657037.0
151978,Oras Zimnicea,1656005311.0
53675,Racasdia,10818560.0
4525,Garda De Sus,0.0
20910,Oras Slanic-Moldova,104493.0
160172,Chilia Veche,31195.0
61871,Independenta,37980897.0
86446,Cozmeni,2829623.0
127411,Leleasca,0.0
78258,Oras Novaci,1341491.0
86453,Tomesti,0.0
168372,Oras Babeni,10045637.0
102838,Frasinet,1720156.0
45496,Bradeanu,16328412.0
94651,Unirea,2360594.0
86461,Ciceu,20324.0
143806,Oras Dumbraveni,6530732.0
151996,Balaci,4688572.0
135618,Stefesti,0.0
53700,Eftimie Murgu,0.0
119242,Oras Sarmasu,3903621.0
37324,Frumusica,16270119.0
86479,Leliceni,0.0
70094,Isalnita,372252.0
86487,Porumbeni,0.0
86495,Racu,283929.0
70110,Podari,12006174.0
53728,Rusca Montana,0.0
94688,Valea Ciorii,5587250.0
29154,Dobresti,0.0
45539,Braesti,0.0
160225,Ciucurova,12453167.0
86501,Satu Mare,0.0
135654,Talea,0.0
152038,Babaita,1749147.0
20965,Oras Targu Ocna,48259.0
176613,Maicanesti,9009639.0
143851,Oras Ocna Sibiului,2522288.0
12778,Zabrani,3050262.0
86519,Santimbru,5540.0
78329,Oras Targu Carbunesti,592929.0
111097,Cazanesti,0.0
53755,Sacu,837727.0
102909,Fratesti,29473623.0
61951,Ion Corvin,0.0
135681,Tataru,0.0
127493,Maruntei,8670276.0
168452,Oras Balcesti,13164083.0
160261,Crisan,0.0
94731,Valcelele,88345815.0
12812,Zarand,218183.0
21007,Agas,26624.0
152083,Blejesti,5596115.0
143888,Altina,80863.0
37397,George Enescu,2763573.0
53791,Sasca Montana,0.0
70174,Simnicu De Sus,2272587.0
102945,Frumusani,1167109.0
119331,Oras Sangeorgiu De Padure,0.0
176686,Mera,6231361.0
135725,Teisani,0.0
143922,Apoldu De Jos,0.0
12849,Zerind,1505570.0
94768,Vlad Tepes,32905976.0
127536,Mihaesti,9298635.0
45619,Breaza,104314.0
160305,Daeni,2246886.0
29243,Draganesti,619090.0
152127,Bogdana,4267303.0
160323,Dorobantu,0.0
62020,Istria,10081121.0
94795,Vladeni,4958023.0
127563,Milcov,604419.0
12876,Zimandu Nou,25858061.0
37459,Gorbanesti,54072.0
143959,Arpasu De Jos,752974.0
119386,Sanger,395077.0
53853,Sichevita,0.0
4703,Hoparta,500704.0
103014,Fundeni,12817063.0
45673,Buda,0.0
62057,Lipnita,8188717.0
21098,Ardeoani,344193.0
168559,Barbatesti,181216.0
152172,Botoroaga,5485059.0
176748,Milcovul,53641.0
135789,Telega,0.0
12912,Dorobanti,1123076.0
111220,Ciresu,0.0
78454,Oras Ticleni,0.0
12920,Frumuseni,66479.0
103032,Oras Fundulea,24406322.0
143995,Atel,0.0
160387,Frecatei,21548574.0
21123,Asau,0.0
127625,Morunglav,28090.0
78472,Albeni,0.0
12938,Zadareni,4895538.0
168602,Oras Berbesti,29930.0
176793,Movilita,0.0
29341,Dragesti,0.0
86687,Municipiul Deva,15687145.0
4767,Horea,0.0
135850,Tinosu,3799215.0
152234,Bragadiru,4237140.0
111275,Corcova,3652887.0
37547,Havarna,332019.0
119466,Sanpaul,1245852.0
160430,Greci,346025.0
70316,Municipiul Bailesti,8090806.0
103087,Gaiseni,250903.0
144054,Oras Avrig,31051699.0
45753,Calvini,0.0
62137,Mereni,24084405.0
152252,Branceni,1426816.0
127689,Movileni,2931443.0
160458,Grindu,0.0
21196,Balcani,0.0
152270,Bujoreni,7986734.0
78542,Alimpesti,0.0
70352,Municipiul Calafat,14596004.0
176855,Nanesti,8104995.0
135896,Tomsani,17922152.0
29403,Finis,0.0
103130,Ganeasa,216004216.0
86749,Carjiti,0.0
160476,Hamcearca,2193899.0
168675,Berislavesti,466370.0
127714,Nicolae Titulescu,8177424.0
119527,Sanpetru De Campie,142934.0
62191,Mihail Kogalniceanu,21950993.0
37618,Hanesti,6088273.0
144116,Axente Sever,500.0
45815,C.a. Rosetti,3133352.0
152314,Bujoru,6516157.0
176891,Naruja,38800.0
21249,Beresti-Bistrita,0.0
127750,Obarsia,614870.0
78604,Aninoasa,0.0
152332,Buzescu,1011573.0
70414,Oras Filiasi,48765.0
135949,Valea Calugareasca,4296641.0
160528,Horia,378960.0
144152,Bazna,5052456.0
29467,Girisu De Cris,1450514.0
103194,Gaujani,18944757.0
86810,Municipiul Hunedoara,115943.0
152350,Calinesti,6309850.0
119590,Solovastru,0.0
37672,Hiliseu-Horia,4141065.0
54056,Slatina-Timis,0.0
62253,Mihai Viteazu,12740985.0
168755,Boisoara,0.0
176944,Nereju,0.0
160564,Izvoarele,11780634.0
111417,Corlatel,0.0
4927,Ighiu,5557930.0
45888,Canesti,0.0
144198,Biertan,223939.0
127812,Oboga,47611.0
